number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5

successful step! iteration = 706 , error before = 21331.147880 , error next = 21305.293692 , error change = 25.854188 , lambda = 0.200000 , time consumption = 0.466243s

unsuccessful step! iteration = 707 , error before = 21305.293692 , error next = 21337.874526 , error change = -32.580834 , lambda = 2.000000 , time consumption = 0.469353s

successful step! iteration = 708 , error before = 21305.293692 , error next = 21279.731830 , error change = 25.561862 , lambda = 0.200000 , time consumption = 0.474749s

unsuccessful step! iteration = 709 , error before = 21279.731830 , error next = 21311.944330 , error change = -32.212500 , lambda = 2.000000 , time consumption = 0.473982s

successful step! iteration = 710 , error before = 21279.731830 , error next = 21254.459088 , error change = 25.272742 , lambda = 0.200000 , time consumption = 0.472510s

unsuccessful step! iteration = 711 , error before = 21254.459088 , error next = 21286.307293 , error change = -31.848205 , lambda = 2.000000 , time consumption = 0.479729s

successful step! iteration = 712 , error before = 21254.459088 , error next = 21229.472294 , error change = 24.986794 , lambda = 0.200000 , time consumption = 0.478150s

unsuccessful step! iteration = 713 , error before = 21229.472294 , error next = 21260.960200 , error change = -31.487906 , lambda = 2.000000 , time consumption = 0.465620s

successful step! iteration = 714 , error before = 21229.472294 , error next = 21204.768307 , error change = 24.703987 , lambda = 0.200000 , time consumption = 0.466846s

unsuccessful step! iteration = 715 , error before = 21204.768307 , error next = 21235.899870 , error change = -31.131562 , lambda = 2.000000 , time consumption = 0.469912s

successful step! iteration = 716 , error before = 21204.768307 , error next = 21180.344022 , error change = 24.424285 , lambda = 0.200000 , time consumption = 0.469798s

unsuccessful step! iteration = 717 , error before = 21180.344022 , error next = 21211.123154 , error change = -30.779133 , lambda = 2.000000 , time consumption = 0.469426s

successful step! iteration = 718 , error before = 21180.344022 , error next = 21156.196364 , error change = 24.147658 , lambda = 0.200000 , time consumption = 0.467805s

unsuccessful step! iteration = 719 , error before = 21156.196364 , error next = 21186.626939 , error change = -30.430575 , lambda = 2.000000 , time consumption = 0.466098s

successful step! iteration = 720 , error before = 21156.196364 , error next = 21132.322291 , error change = 23.874073 , lambda = 0.200000 , time consumption = 0.465119s

unsuccessful step! iteration = 721 , error before = 21132.322291 , error next = 21162.408141 , error change = -30.085850 , lambda = 2.000000 , time consumption = 0.468995s

successful step! iteration = 722 , error before = 21132.322291 , error next = 21108.718793 , error change = 23.603497 , lambda = 0.200000 , time consumption = 0.478086s

unsuccessful step! iteration = 723 , error before = 21108.718793 , error next = 21138.463710 , error change = -29.744916 , lambda = 2.000000 , time consumption = 0.469399s

successful step! iteration = 724 , error before = 21108.718793 , error next = 21085.382893 , error change = 23.335900 , lambda = 0.200000 , time consumption = 0.465876s

unsuccessful step! iteration = 725 , error before = 21085.382893 , error next = 21114.790628 , error change = -29.407735 , lambda = 2.000000 , time consumption = 0.482693s

successful step! iteration = 726 , error before = 21085.382893 , error next = 21062.311643 , error change = 23.071250 , lambda = 0.200000 , time consumption = 0.468714s

unsuccessful step! iteration = 727 , error before = 21062.311643 , error next = 21091.385909 , error change = -29.074266 , lambda = 2.000000 , time consumption = 0.465942s

successful step! iteration = 728 , error before = 21062.311643 , error next = 21039.502127 , error change = 22.809516 , lambda = 0.200000 , time consumption = 0.489260s

unsuccessful step! iteration = 729 , error before = 21039.502127 , error next = 21068.246598 , error change = -28.744471 , lambda = 2.000000 , time consumption = 0.469972s

successful step! iteration = 730 , error before = 21039.502127 , error next = 21016.951460 , error change = 22.550667 , lambda = 0.200000 , time consumption = 0.468444s

unsuccessful step! iteration = 731 , error before = 21016.951460 , error next = 21045.369770 , error change = -28.418311 , lambda = 2.000000 , time consumption = 0.466889s

successful step! iteration = 732 , error before = 21016.951460 , error next = 20994.656787 , error change = 22.294673 , lambda = 0.200000 , time consumption = 0.473878s

unsuccessful step! iteration = 733 , error before = 20994.656787 , error next = 21022.752533 , error change = -28.095747 , lambda = 2.000000 , time consumption = 0.485004s

successful step! iteration = 734 , error before = 20994.656787 , error next = 20972.615282 , error change = 22.041504 , lambda = 0.200000 , time consumption = 0.468221s

unsuccessful step! iteration = 735 , error before = 20972.615282 , error next = 21000.392024 , error change = -27.776742 , lambda = 2.000000 , time consumption = 0.466845s

successful step! iteration = 736 , error before = 20972.615282 , error next = 20950.824152 , error change = 21.791130 , lambda = 0.200000 , time consumption = 0.466281s

unsuccessful step! iteration = 737 , error before = 20950.824152 , error next = 20978.285410 , error change = -27.461258 , lambda = 2.000000 , time consumption = 0.470501s

successful step! iteration = 738 , error before = 20950.824152 , error next = 20929.280631 , error change = 21.543521 , lambda = 0.200000 , time consumption = 0.468627s

unsuccessful step! iteration = 739 , error before = 20929.280631 , error next = 20956.429889 , error change = -27.149258 , lambda = 2.000000 , time consumption = 0.479155s

successful step! iteration = 740 , error before = 20929.280631 , error next = 20907.981982 , error change = 21.298649 , lambda = 0.200000 , time consumption = 0.471511s

unsuccessful step! iteration = 741 , error before = 20907.981982 , error next = 20934.822687 , error change = -26.840706 , lambda = 2.000000 , time consumption = 0.465654s

successful step! iteration = 742 , error before = 20907.981982 , error next = 20886.925498 , error change = 21.056484 , lambda = 0.200000 , time consumption = 0.465925s

unsuccessful step! iteration = 743 , error before = 20886.925498 , error next = 20913.461061 , error change = -26.535564 , lambda = 2.000000 , time consumption = 0.466186s

successful step! iteration = 744 , error before = 20886.925498 , error next = 20866.108500 , error change = 20.816998 , lambda = 0.200000 , time consumption = 0.466484s

unsuccessful step! iteration = 745 , error before = 20866.108500 , error next = 20892.342296 , error change = -26.233797 , lambda = 2.000000 , time consumption = 0.468592s

successful step! iteration = 746 , error before = 20866.108500 , error next = 20845.528338 , error change = 20.580162 , lambda = 0.200000 , time consumption = 0.467949s

unsuccessful step! iteration = 747 , error before = 20845.528338 , error next = 20871.463706 , error change = -25.935368 , lambda = 2.000000 , time consumption = 0.464343s

successful step! iteration = 748 , error before = 20845.528338 , error next = 20825.182390 , error change = 20.345948 , lambda = 0.200000 , time consumption = 0.467198s

unsuccessful step! iteration = 749 , error before = 20825.182390 , error next = 20850.822634 , error change = -25.640244 , lambda = 2.000000 , time consumption = 0.465485s

successful step! iteration = 750 , error before = 20825.182390 , error next = 20805.068061 , error change = 20.114329 , lambda = 0.200000 , time consumption = 0.467208s

unsuccessful step! iteration = 751 , error before = 20805.068061 , error next = 20830.416449 , error change = -25.348388 , lambda = 2.000000 , time consumption = 0.465225s

successful step! iteration = 752 , error before = 20805.068061 , error next = 20785.182785 , error change = 19.885276 , lambda = 0.200000 , time consumption = 0.466184s

unsuccessful step! iteration = 753 , error before = 20785.182785 , error next = 20810.242550 , error change = -25.059765 , lambda = 2.000000 , time consumption = 0.473011s

successful step! iteration = 754 , error before = 20785.182785 , error next = 20765.524022 , error change = 19.658763 , lambda = 0.200000 , time consumption = 0.472577s

unsuccessful step! iteration = 755 , error before = 20765.524022 , error next = 20790.298364 , error change = -24.774343 , lambda = 2.000000 , time consumption = 0.471258s

successful step! iteration = 756 , error before = 20765.524022 , error next = 20746.089259 , error change = 19.434763 , lambda = 0.200000 , time consumption = 0.467927s

unsuccessful step! iteration = 757 , error before = 20746.089259 , error next = 20770.581344 , error change = -24.492085 , lambda = 2.000000 , time consumption = 0.467573s

successful step! iteration = 758 , error before = 20746.089259 , error next = 20726.876010 , error change = 19.213249 , lambda = 0.200000 , time consumption = 0.466929s

unsuccessful step! iteration = 759 , error before = 20726.876010 , error next = 20751.088970 , error change = -24.212960 , lambda = 2.000000 , time consumption = 0.467004s

successful step! iteration = 760 , error before = 20726.876010 , error next = 20707.881816 , error change = 18.994194 , lambda = 0.200000 , time consumption = 0.468097s

unsuccessful step! iteration = 761 , error before = 20707.881816 , error next = 20731.818749 , error change = -23.936933 , lambda = 2.000000 , time consumption = 0.466843s

successful step! iteration = 762 , error before = 20707.881816 , error next = 20689.104245 , error change = 18.777572 , lambda = 0.200000 , time consumption = 0.466399s

unsuccessful step! iteration = 763 , error before = 20689.104245 , error next = 20712.768216 , error change = -23.663972 , lambda = 2.000000 , time consumption = 0.465040s

successful step! iteration = 764 , error before = 20689.104245 , error next = 20670.540887 , error change = 18.563357 , lambda = 0.200000 , time consumption = 0.463898s

unsuccessful step! iteration = 765 , error before = 20670.540887 , error next = 20693.934930 , error change = -23.394043 , lambda = 2.000000 , time consumption = 0.465379s

successful step! iteration = 766 , error before = 20670.540887 , error next = 20652.189363 , error change = 18.351524 , lambda = 0.200000 , time consumption = 0.465107s

unsuccessful step! iteration = 767 , error before = 20652.189363 , error next = 20675.316478 , error change = -23.127115 , lambda = 2.000000 , time consumption = 0.465089s

successful step! iteration = 768 , error before = 20652.189363 , error next = 20634.047315 , error change = 18.142048 , lambda = 0.200000 , time consumption = 0.465718s

unsuccessful step! iteration = 769 , error before = 20634.047315 , error next = 20656.910471 , error change = -22.863155 , lambda = 2.000000 , time consumption = 0.465952s

successful step! iteration = 770 , error before = 20634.047315 , error next = 20616.112413 , error change = 17.934902 , lambda = 0.200000 , time consumption = 0.466782s

unsuccessful step! iteration = 771 , error before = 20616.112413 , error next = 20638.714546 , error change = -22.602133 , lambda = 2.000000 , time consumption = 0.468875s

successful step! iteration = 772 , error before = 20616.112413 , error next = 20598.382351 , error change = 17.730062 , lambda = 0.200000 , time consumption = 0.474404s

unsuccessful step! iteration = 773 , error before = 20598.382351 , error next = 20620.726366 , error change = -22.344015 , lambda = 2.000000 , time consumption = 0.459634s

successful step! iteration = 774 , error before = 20598.382351 , error next = 20580.854847 , error change = 17.527504 , lambda = 0.200000 , time consumption = 0.459238s

unsuccessful step! iteration = 775 , error before = 20580.854847 , error next = 20602.943619 , error change = -22.088772 , lambda = 2.000000 , time consumption = 0.469059s

successful step! iteration = 776 , error before = 20580.854847 , error next = 20563.527645 , error change = 17.327203 , lambda = 0.200000 , time consumption = 0.466919s

unsuccessful step! iteration = 777 , error before = 20563.527645 , error next = 20585.364017 , error change = -21.836372 , lambda = 2.000000 , time consumption = 0.478760s

successful step! iteration = 778 , error before = 20563.527645 , error next = 20546.398511 , error change = 17.129134 , lambda = 0.200000 , time consumption = 0.467231s

unsuccessful step! iteration = 779 , error before = 20546.398511 , error next = 20567.985297 , error change = -21.586786 , lambda = 2.000000 , time consumption = 0.474652s

successful step! iteration = 780 , error before = 20546.398511 , error next = 20529.465236 , error change = 16.933274 , lambda = 0.200000 , time consumption = 0.473667s

unsuccessful step! iteration = 781 , error before = 20529.465236 , error next = 20550.805219 , error change = -21.339982 , lambda = 2.000000 , time consumption = 0.466134s

successful step! iteration = 782 , error before = 20529.465236 , error next = 20512.725637 , error change = 16.739600 , lambda = 0.200000 , time consumption = 0.465620s

unsuccessful step! iteration = 783 , error before = 20512.725637 , error next = 20533.821568 , error change = -21.095932 , lambda = 2.000000 , time consumption = 0.469431s

successful step! iteration = 784 , error before = 20512.725637 , error next = 20496.177550 , error change = 16.548087 , lambda = 0.200000 , time consumption = 0.468795s

unsuccessful step! iteration = 785 , error before = 20496.177550 , error next = 20517.032154 , error change = -20.854605 , lambda = 2.000000 , time consumption = 0.474272s

successful step! iteration = 786 , error before = 20496.177550 , error next = 20479.818837 , error change = 16.358713 , lambda = 0.200000 , time consumption = 0.469468s

unsuccessful step! iteration = 787 , error before = 20479.818837 , error next = 20500.434809 , error change = -20.615972 , lambda = 2.000000 , time consumption = 0.465634s

successful step! iteration = 788 , error before = 20479.818837 , error next = 20463.647383 , error change = 16.171454 , lambda = 0.200000 , time consumption = 0.469766s

unsuccessful step! iteration = 789 , error before = 20463.647383 , error next = 20484.027388 , error change = -20.380005 , lambda = 2.000000 , time consumption = 0.470953s

successful step! iteration = 790 , error before = 20463.647383 , error next = 20447.661095 , error change = 15.986288 , lambda = 0.200000 , time consumption = 0.465058s

unsuccessful step! iteration = 791 , error before = 20447.661095 , error next = 20467.807769 , error change = -20.146674 , lambda = 2.000000 , time consumption = 0.465536s

successful step! iteration = 792 , error before = 20447.661095 , error next = 20431.857903 , error change = 15.803192 , lambda = 0.200000 , time consumption = 0.470872s

unsuccessful step! iteration = 793 , error before = 20431.857903 , error next = 20451.773855 , error change = -19.915952 , lambda = 2.000000 , time consumption = 0.472796s

successful step! iteration = 794 , error before = 20431.857903 , error next = 20416.235759 , error change = 15.622144 , lambda = 0.200000 , time consumption = 0.472056s

unsuccessful step! iteration = 795 , error before = 20416.235759 , error next = 20435.923569 , error change = -19.687809 , lambda = 2.000000 , time consumption = 0.474219s

successful step! iteration = 796 , error before = 20416.235759 , error next = 20400.792637 , error change = 15.443122 , lambda = 0.200000 , time consumption = 0.465893s

unsuccessful step! iteration = 797 , error before = 20400.792637 , error next = 20420.254857 , error change = -19.462220 , lambda = 2.000000 , time consumption = 0.468286s

successful step! iteration = 798 , error before = 20400.792637 , error next = 20385.526533 , error change = 15.266104 , lambda = 0.200000 , time consumption = 0.494126s

unsuccessful step! iteration = 799 , error before = 20385.526533 , error next = 20404.765688 , error change = -19.239155 , lambda = 2.000000 , time consumption = 0.470527s

successful step! iteration = 800 , error before = 20385.526533 , error next = 20370.435465 , error change = 15.091068 , lambda = 0.200000 , time consumption = 0.472075s

unsuccessful step! iteration = 801 , error before = 20370.435465 , error next = 20389.454053 , error change = -19.018588 , lambda = 2.000000 , time consumption = 0.469116s

successful step! iteration = 802 , error before = 20370.435465 , error next = 20355.517471 , error change = 14.917994 , lambda = 0.200000 , time consumption = 0.472577s

unsuccessful step! iteration = 803 , error before = 20355.517471 , error next = 20374.317963 , error change = -18.800491 , lambda = 2.000000 , time consumption = 0.474299s

successful step! iteration = 804 , error before = 20355.517471 , error next = 20340.770613 , error change = 14.746859 , lambda = 0.200000 , time consumption = 0.476981s

unsuccessful step! iteration = 805 , error before = 20340.770613 , error next = 20359.355452 , error change = -18.584839 , lambda = 2.000000 , time consumption = 0.475870s

successful step! iteration = 806 , error before = 20340.770613 , error next = 20326.192970 , error change = 14.577643 , lambda = 0.200000 , time consumption = 0.473442s

unsuccessful step! iteration = 807 , error before = 20326.192970 , error next = 20344.564574 , error change = -18.371604 , lambda = 2.000000 , time consumption = 0.480077s

successful step! iteration = 808 , error before = 20326.192970 , error next = 20311.782646 , error change = 14.410325 , lambda = 0.200000 , time consumption = 0.469625s

unsuccessful step! iteration = 809 , error before = 20311.782646 , error next = 20329.943406 , error change = -18.160761 , lambda = 2.000000 , time consumption = 0.461888s

successful step! iteration = 810 , error before = 20311.782646 , error next = 20297.537762 , error change = 14.244884 , lambda = 0.200000 , time consumption = 0.461647s

unsuccessful step! iteration = 811 , error before = 20297.537762 , error next = 20315.490044 , error change = -17.952283 , lambda = 2.000000 , time consumption = 0.468281s

successful step! iteration = 812 , error before = 20297.537762 , error next = 20283.456461 , error change = 14.081301 , lambda = 0.200000 , time consumption = 0.470329s

unsuccessful step! iteration = 813 , error before = 20283.456461 , error next = 20301.202606 , error change = -17.746145 , lambda = 2.000000 , time consumption = 0.470706s

successful step! iteration = 814 , error before = 20283.456461 , error next = 20269.536907 , error change = 13.919554 , lambda = 0.200000 , time consumption = 0.467008s

unsuccessful step! iteration = 815 , error before = 20269.536907 , error next = 20287.079228 , error change = -17.542321 , lambda = 2.000000 , time consumption = 0.465110s

successful step! iteration = 816 , error before = 20269.536907 , error next = 20255.777282 , error change = 13.759625 , lambda = 0.200000 , time consumption = 0.466496s

unsuccessful step! iteration = 817 , error before = 20255.777282 , error next = 20273.118069 , error change = -17.340788 , lambda = 2.000000 , time consumption = 0.465480s

successful step! iteration = 818 , error before = 20255.777282 , error next = 20242.175788 , error change = 13.601493 , lambda = 0.200000 , time consumption = 0.464652s

unsuccessful step! iteration = 819 , error before = 20242.175788 , error next = 20259.317307 , error change = -17.141518 , lambda = 2.000000 , time consumption = 0.470666s

successful step! iteration = 820 , error before = 20242.175788 , error next = 20228.730649 , error change = 13.445139 , lambda = 0.200000 , time consumption = 0.464619s

unsuccessful step! iteration = 821 , error before = 20228.730649 , error next = 20245.675138 , error change = -16.944489 , lambda = 2.000000 , time consumption = 0.461045s

successful step! iteration = 822 , error before = 20228.730649 , error next = 20215.440105 , error change = 13.290544 , lambda = 0.200000 , time consumption = 0.464075s

unsuccessful step! iteration = 823 , error before = 20215.440105 , error next = 20232.189781 , error change = -16.749676 , lambda = 2.000000 , time consumption = 0.458246s

successful step! iteration = 824 , error before = 20215.440105 , error next = 20202.302416 , error change = 13.137688 , lambda = 0.200000 , time consumption = 0.462655s

unsuccessful step! iteration = 825 , error before = 20202.302416 , error next = 20218.859471 , error change = -16.557054 , lambda = 2.000000 , time consumption = 0.460538s

successful step! iteration = 826 , error before = 20202.302416 , error next = 20189.315863 , error change = 12.986553 , lambda = 0.200000 , time consumption = 0.456535s

unsuccessful step! iteration = 827 , error before = 20189.315863 , error next = 20205.682464 , error change = -16.366601 , lambda = 2.000000 , time consumption = 0.457810s

successful step! iteration = 828 , error before = 20189.315863 , error next = 20176.478744 , error change = 12.837120 , lambda = 0.200000 , time consumption = 0.458562s

unsuccessful step! iteration = 829 , error before = 20176.478744 , error next = 20192.657035 , error change = -16.178291 , lambda = 2.000000 , time consumption = 0.458965s

successful step! iteration = 830 , error before = 20176.478744 , error next = 20163.789374 , error change = 12.689369 , lambda = 0.200000 , time consumption = 0.458072s

unsuccessful step! iteration = 831 , error before = 20163.789374 , error next = 20179.781477 , error change = -15.992102 , lambda = 2.000000 , time consumption = 0.459079s

successful step! iteration = 832 , error before = 20163.789374 , error next = 20151.246090 , error change = 12.543284 , lambda = 0.200000 , time consumption = 0.457145s

unsuccessful step! iteration = 833 , error before = 20151.246090 , error next = 20167.054102 , error change = -15.808011 , lambda = 2.000000 , time consumption = 0.459852s

successful step! iteration = 834 , error before = 20151.246090 , error next = 20138.847245 , error change = 12.398845 , lambda = 0.200000 , time consumption = 0.460861s

unsuccessful step! iteration = 835 , error before = 20138.847245 , error next = 20154.473240 , error change = -15.625995 , lambda = 2.000000 , time consumption = 0.458286s

successful step! iteration = 836 , error before = 20138.847245 , error next = 20126.591209 , error change = 12.256036 , lambda = 0.200000 , time consumption = 0.460372s

unsuccessful step! iteration = 837 , error before = 20126.591209 , error next = 20142.037241 , error change = -15.446032 , lambda = 2.000000 , time consumption = 0.458416s

successful step! iteration = 838 , error before = 20126.591209 , error next = 20114.476372 , error change = 12.114837 , lambda = 0.200000 , time consumption = 0.460531s

unsuccessful step! iteration = 839 , error before = 20114.476372 , error next = 20129.744470 , error change = -15.268098 , lambda = 2.000000 , time consumption = 0.459004s

successful step! iteration = 840 , error before = 20114.476372 , error next = 20102.501140 , error change = 11.975232 , lambda = 0.200000 , time consumption = 0.460693s

unsuccessful step! iteration = 841 , error before = 20102.501140 , error next = 20117.593312 , error change = -15.092172 , lambda = 2.000000 , time consumption = 0.457762s

successful step! iteration = 842 , error before = 20102.501140 , error next = 20090.663937 , error change = 11.837203 , lambda = 0.200000 , time consumption = 0.461459s

unsuccessful step! iteration = 843 , error before = 20090.663937 , error next = 20105.582169 , error change = -14.918231 , lambda = 2.000000 , time consumption = 0.459053s

successful step! iteration = 844 , error before = 20090.663937 , error next = 20078.963205 , error change = 11.700732 , lambda = 0.200000 , time consumption = 0.464934s

unsuccessful step! iteration = 845 , error before = 20078.963205 , error next = 20093.709460 , error change = -14.746255 , lambda = 2.000000 , time consumption = 0.487478s

successful step! iteration = 846 , error before = 20078.963205 , error next = 20067.397401 , error change = 11.565804 , lambda = 0.200000 , time consumption = 0.476885s

unsuccessful step! iteration = 847 , error before = 20067.397401 , error next = 20081.973623 , error change = -14.576221 , lambda = 2.000000 , time consumption = 0.470489s

successful step! iteration = 848 , error before = 20067.397401 , error next = 20055.965001 , error change = 11.432400 , lambda = 0.200000 , time consumption = 0.468439s

unsuccessful step! iteration = 849 , error before = 20055.965001 , error next = 20070.373110 , error change = -14.408109 , lambda = 2.000000 , time consumption = 0.472019s

successful step! iteration = 850 , error before = 20055.965001 , error next = 20044.664497 , error change = 11.300504 , lambda = 0.200000 , time consumption = 0.471141s

unsuccessful step! iteration = 851 , error before = 20044.664497 , error next = 20058.906394 , error change = -14.241897 , lambda = 2.000000 , time consumption = 0.476324s

successful step! iteration = 852 , error before = 20044.664497 , error next = 20033.494396 , error change = 11.170100 , lambda = 0.200000 , time consumption = 0.467243s

unsuccessful step! iteration = 853 , error before = 20033.494396 , error next = 20047.571961 , error change = -14.077565 , lambda = 2.000000 , time consumption = 0.464658s

successful step! iteration = 854 , error before = 20033.494396 , error next = 20022.453225 , error change = 11.041172 , lambda = 0.200000 , time consumption = 0.478796s

unsuccessful step! iteration = 855 , error before = 20022.453225 , error next = 20036.368316 , error change = -13.915091 , lambda = 2.000000 , time consumption = 0.461535s

successful step! iteration = 856 , error before = 20022.453225 , error next = 20011.539522 , error change = 10.913702 , lambda = 0.200000 , time consumption = 0.462787s

unsuccessful step! iteration = 857 , error before = 20011.539522 , error next = 20025.293978 , error change = -13.754456 , lambda = 2.000000 , time consumption = 0.464489s

successful step! iteration = 858 , error before = 20011.539522 , error next = 20000.751846 , error change = 10.787676 , lambda = 0.200000 , time consumption = 0.466688s

unsuccessful step! iteration = 859 , error before = 20000.751846 , error next = 20014.347486 , error change = -13.595639 , lambda = 2.000000 , time consumption = 0.466861s

successful step! iteration = 860 , error before = 20000.751846 , error next = 19990.088770 , error change = 10.663077 , lambda = 0.200000 , time consumption = 0.465176s

unsuccessful step! iteration = 861 , error before = 19990.088770 , error next = 20003.527391 , error change = -13.438621 , lambda = 2.000000 , time consumption = 0.466704s

successful step! iteration = 862 , error before = 19990.088770 , error next = 19979.548881 , error change = 10.539889 , lambda = 0.200000 , time consumption = 0.465826s

unsuccessful step! iteration = 863 , error before = 19979.548881 , error next = 19992.832262 , error change = -13.283381 , lambda = 2.000000 , time consumption = 0.465355s

successful step! iteration = 864 , error before = 19979.548881 , error next = 19969.130784 , error change = 10.418097 , lambda = 0.200000 , time consumption = 0.474772s

unsuccessful step! iteration = 865 , error before = 19969.130784 , error next = 19982.260684 , error change = -13.129900 , lambda = 2.000000 , time consumption = 0.473300s

successful step! iteration = 866 , error before = 19969.130784 , error next = 19958.833097 , error change = 10.297686 , lambda = 0.200000 , time consumption = 0.476696s

unsuccessful step! iteration = 867 , error before = 19958.833097 , error next = 19971.811257 , error change = -12.978159 , lambda = 2.000000 , time consumption = 0.479053s

successful step! iteration = 868 , error before = 19958.833097 , error next = 19948.654456 , error change = 10.178641 , lambda = 0.200000 , time consumption = 0.467542s

unsuccessful step! iteration = 869 , error before = 19948.654456 , error next = 19961.482595 , error change = -12.828139 , lambda = 2.000000 , time consumption = 0.467071s

successful step! iteration = 870 , error before = 19948.654456 , error next = 19938.593510 , error change = 10.060946 , lambda = 0.200000 , time consumption = 0.468051s

unsuccessful step! iteration = 871 , error before = 19938.593510 , error next = 19951.273330 , error change = -12.679820 , lambda = 2.000000 , time consumption = 0.467050s

successful step! iteration = 872 , error before = 19938.593510 , error next = 19928.648924 , error change = 9.944587 , lambda = 0.200000 , time consumption = 0.467133s

unsuccessful step! iteration = 873 , error before = 19928.648924 , error next = 19941.182108 , error change = -12.533184 , lambda = 2.000000 , time consumption = 0.470940s

successful step! iteration = 874 , error before = 19928.648924 , error next = 19918.819376 , error change = 9.829548 , lambda = 0.200000 , time consumption = 0.470418s

unsuccessful step! iteration = 875 , error before = 19918.819376 , error next = 19931.207588 , error change = -12.388212 , lambda = 2.000000 , time consumption = 0.471349s

successful step! iteration = 876 , error before = 19918.819376 , error next = 19909.103560 , error change = 9.715816 , lambda = 0.200000 , time consumption = 0.479387s

unsuccessful step! iteration = 877 , error before = 19909.103560 , error next = 19921.348447 , error change = -12.244887 , lambda = 2.000000 , time consumption = 0.475726s

successful step! iteration = 878 , error before = 19909.103560 , error next = 19899.500185 , error change = 9.603375 , lambda = 0.200000 , time consumption = 0.464429s

unsuccessful step! iteration = 879 , error before = 19899.500185 , error next = 19911.603374 , error change = -12.103189 , lambda = 2.000000 , time consumption = 0.468152s

successful step! iteration = 880 , error before = 19899.500185 , error next = 19890.007972 , error change = 9.492213 , lambda = 0.200000 , time consumption = 0.473072s

unsuccessful step! iteration = 881 , error before = 19890.007972 , error next = 19901.971073 , error change = -11.963101 , lambda = 2.000000 , time consumption = 0.467798s

successful step! iteration = 882 , error before = 19890.007972 , error next = 19880.625658 , error change = 9.382314 , lambda = 0.200000 , time consumption = 0.462861s

unsuccessful step! iteration = 883 , error before = 19880.625658 , error next = 19892.450264 , error change = -11.824605 , lambda = 2.000000 , time consumption = 0.464358s

successful step! iteration = 884 , error before = 19880.625658 , error next = 19871.351994 , error change = 9.273664 , lambda = 0.200000 , time consumption = 0.460994s

unsuccessful step! iteration = 885 , error before = 19871.351994 , error next = 19883.039678 , error change = -11.687684 , lambda = 2.000000 , time consumption = 0.462155s

successful step! iteration = 886 , error before = 19871.351994 , error next = 19862.185745 , error change = 9.166250 , lambda = 0.200000 , time consumption = 0.462121s

unsuccessful step! iteration = 887 , error before = 19862.185745 , error next = 19873.738064 , error change = -11.552320 , lambda = 2.000000 , time consumption = 0.462613s

successful step! iteration = 888 , error before = 19862.185745 , error next = 19853.125686 , error change = 9.060058 , lambda = 0.200000 , time consumption = 0.467922s

unsuccessful step! iteration = 889 , error before = 19853.125686 , error next = 19864.544182 , error change = -11.418495 , lambda = 2.000000 , time consumption = 0.465248s

successful step! iteration = 890 , error before = 19853.125686 , error next = 19844.170612 , error change = 8.955075 , lambda = 0.200000 , time consumption = 0.465980s

unsuccessful step! iteration = 891 , error before = 19844.170612 , error next = 19855.456806 , error change = -11.286194 , lambda = 2.000000 , time consumption = 0.469148s

successful step! iteration = 892 , error before = 19844.170612 , error next = 19835.319325 , error change = 8.851287 , lambda = 0.200000 , time consumption = 0.466107s

unsuccessful step! iteration = 893 , error before = 19835.319325 , error next = 19846.474724 , error change = -11.155398 , lambda = 2.000000 , time consumption = 0.466083s

successful step! iteration = 894 , error before = 19835.319325 , error next = 19826.570645 , error change = 8.748680 , lambda = 0.200000 , time consumption = 0.466558s

unsuccessful step! iteration = 895 , error before = 19826.570645 , error next = 19837.596737 , error change = -11.026092 , lambda = 2.000000 , time consumption = 0.466743s

successful step! iteration = 896 , error before = 19826.570645 , error next = 19817.923402 , error change = 8.647243 , lambda = 0.200000 , time consumption = 0.469179s

unsuccessful step! iteration = 897 , error before = 19817.923402 , error next = 19828.821661 , error change = -10.898259 , lambda = 2.000000 , time consumption = 0.466415s

successful step! iteration = 898 , error before = 19817.923402 , error next = 19809.376440 , error change = 8.546961 , lambda = 0.200000 , time consumption = 0.465505s

unsuccessful step! iteration = 899 , error before = 19809.376440 , error next = 19820.148322 , error change = -10.771882 , lambda = 2.000000 , time consumption = 0.464418s

successful step! iteration = 900 , error before = 19809.376440 , error next = 19800.928617 , error change = 8.447823 , lambda = 0.200000 , time consumption = 0.465638s

unsuccessful step! iteration = 901 , error before = 19800.928617 , error next = 19811.575563 , error change = -10.646945 , lambda = 2.000000 , time consumption = 0.467593s

successful step! iteration = 902 , error before = 19800.928617 , error next = 19792.578802 , error change = 8.349815 , lambda = 0.200000 , time consumption = 0.466009s

unsuccessful step! iteration = 903 , error before = 19792.578802 , error next = 19803.102236 , error change = -10.523433 , lambda = 2.000000 , time consumption = 0.465631s

successful step! iteration = 904 , error before = 19792.578802 , error next = 19784.325878 , error change = 8.252925 , lambda = 0.200000 , time consumption = 0.466343s

