number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5

successful step! iteration = 2288 , error before = 19089.519156 , error next = 19089.517080 , error change = 0.002076 , lambda = 0.200000 , time consumption = 0.473256s

unsuccessful step! iteration = 2289 , error before = 19089.517080 , error next = 19089.519696 , error change = -0.002616 , lambda = 2.000000 , time consumption = 0.464725s

successful step! iteration = 2290 , error before = 19089.517080 , error next = 19089.515029 , error change = 0.002051 , lambda = 0.200000 , time consumption = 0.465834s

unsuccessful step! iteration = 2291 , error before = 19089.515029 , error next = 19089.517614 , error change = -0.002585 , lambda = 2.000000 , time consumption = 0.466338s

successful step! iteration = 2292 , error before = 19089.515029 , error next = 19089.513003 , error change = 0.002026 , lambda = 0.200000 , time consumption = 0.465166s

unsuccessful step! iteration = 2293 , error before = 19089.513003 , error next = 19089.515557 , error change = -0.002554 , lambda = 2.000000 , time consumption = 0.463545s

successful step! iteration = 2294 , error before = 19089.513003 , error next = 19089.511002 , error change = 0.002002 , lambda = 0.200000 , time consumption = 0.465817s

unsuccessful step! iteration = 2295 , error before = 19089.511002 , error next = 19089.513525 , error change = -0.002523 , lambda = 2.000000 , time consumption = 0.473580s

successful step! iteration = 2296 , error before = 19089.511002 , error next = 19089.509024 , error change = 0.001978 , lambda = 0.200000 , time consumption = 0.492656s

unsuccessful step! iteration = 2297 , error before = 19089.509024 , error next = 19089.511517 , error change = -0.002493 , lambda = 2.000000 , time consumption = 0.467991s

successful step! iteration = 2298 , error before = 19089.509024 , error next = 19089.507070 , error change = 0.001954 , lambda = 0.200000 , time consumption = 0.476798s

unsuccessful step! iteration = 2299 , error before = 19089.507070 , error next = 19089.509533 , error change = -0.002463 , lambda = 2.000000 , time consumption = 0.470548s

successful step! iteration = 2300 , error before = 19089.507070 , error next = 19089.505139 , error change = 0.001931 , lambda = 0.200000 , time consumption = 0.475334s

unsuccessful step! iteration = 2301 , error before = 19089.505139 , error next = 19089.507573 , error change = -0.002433 , lambda = 2.000000 , time consumption = 0.475640s

successful step! iteration = 2302 , error before = 19089.505139 , error next = 19089.503232 , error change = 0.001907 , lambda = 0.200000 , time consumption = 0.476280s

unsuccessful step! iteration = 2303 , error before = 19089.503232 , error next = 19089.505636 , error change = -0.002404 , lambda = 2.000000 , time consumption = 0.491774s

successful step! iteration = 2304 , error before = 19089.503232 , error next = 19089.501347 , error change = 0.001885 , lambda = 0.200000 , time consumption = 0.469782s

unsuccessful step! iteration = 2305 , error before = 19089.501347 , error next = 19089.503723 , error change = -0.002375 , lambda = 2.000000 , time consumption = 0.473088s

successful step! iteration = 2306 , error before = 19089.501347 , error next = 19089.499485 , error change = 0.001862 , lambda = 0.200000 , time consumption = 0.471566s

unsuccessful step! iteration = 2307 , error before = 19089.499485 , error next = 19089.501832 , error change = -0.002347 , lambda = 2.000000 , time consumption = 0.470842s

successful step! iteration = 2308 , error before = 19089.499485 , error next = 19089.497646 , error change = 0.001840 , lambda = 0.200000 , time consumption = 0.469888s

unsuccessful step! iteration = 2309 , error before = 19089.497646 , error next = 19089.499965 , error change = -0.002319 , lambda = 2.000000 , time consumption = 0.468900s

successful step! iteration = 2310 , error before = 19089.497646 , error next = 19089.495828 , error change = 0.001818 , lambda = 0.200000 , time consumption = 0.471719s

unsuccessful step! iteration = 2311 , error before = 19089.495828 , error next = 19089.498119 , error change = -0.002291 , lambda = 2.000000 , time consumption = 0.472302s

successful step! iteration = 2312 , error before = 19089.495828 , error next = 19089.494033 , error change = 0.001796 , lambda = 0.200000 , time consumption = 0.473694s

unsuccessful step! iteration = 2313 , error before = 19089.494033 , error next = 19089.496296 , error change = -0.002264 , lambda = 2.000000 , time consumption = 0.471917s

successful step! iteration = 2314 , error before = 19089.494033 , error next = 19089.492258 , error change = 0.001774 , lambda = 0.200000 , time consumption = 0.469821s

unsuccessful step! iteration = 2315 , error before = 19089.492258 , error next = 19089.494495 , error change = -0.002236 , lambda = 2.000000 , time consumption = 0.471932s

successful step! iteration = 2316 , error before = 19089.492258 , error next = 19089.490505 , error change = 0.001753 , lambda = 0.200000 , time consumption = 0.472596s

unsuccessful step! iteration = 2317 , error before = 19089.490505 , error next = 19089.492715 , error change = -0.002210 , lambda = 2.000000 , time consumption = 0.478082s

successful step! iteration = 2318 , error before = 19089.490505 , error next = 19089.488774 , error change = 0.001732 , lambda = 0.200000 , time consumption = 0.470953s

unsuccessful step! iteration = 2319 , error before = 19089.488774 , error next = 19089.490957 , error change = -0.002183 , lambda = 2.000000 , time consumption = 0.470697s

successful step! iteration = 2320 , error before = 19089.488774 , error next = 19089.487062 , error change = 0.001711 , lambda = 0.200000 , time consumption = 0.470192s

unsuccessful step! iteration = 2321 , error before = 19089.487062 , error next = 19089.489219 , error change = -0.002157 , lambda = 2.000000 , time consumption = 0.472274s

successful step! iteration = 2322 , error before = 19089.487062 , error next = 19089.485372 , error change = 0.001691 , lambda = 0.200000 , time consumption = 0.469394s

unsuccessful step! iteration = 2323 , error before = 19089.485372 , error next = 19089.487503 , error change = -0.002131 , lambda = 2.000000 , time consumption = 0.469728s

successful step! iteration = 2324 , error before = 19089.485372 , error next = 19089.483702 , error change = 0.001670 , lambda = 0.200000 , time consumption = 0.472826s

unsuccessful step! iteration = 2325 , error before = 19089.483702 , error next = 19089.485807 , error change = -0.002105 , lambda = 2.000000 , time consumption = 0.470689s

successful step! iteration = 2326 , error before = 19089.483702 , error next = 19089.482051 , error change = 0.001650 , lambda = 0.200000 , time consumption = 0.471553s

unsuccessful step! iteration = 2327 , error before = 19089.482051 , error next = 19089.484131 , error change = -0.002080 , lambda = 2.000000 , time consumption = 0.472506s

successful step! iteration = 2328 , error before = 19089.482051 , error next = 19089.480421 , error change = 0.001630 , lambda = 0.200000 , time consumption = 0.476741s

unsuccessful step! iteration = 2329 , error before = 19089.480421 , error next = 19089.482476 , error change = -0.002055 , lambda = 2.000000 , time consumption = 0.476003s

successful step! iteration = 2330 , error before = 19089.480421 , error next = 19089.478810 , error change = 0.001611 , lambda = 0.200000 , time consumption = 0.458918s

unsuccessful step! iteration = 2331 , error before = 19089.478810 , error next = 19089.480840 , error change = -0.002031 , lambda = 2.000000 , time consumption = 0.458846s

successful step! iteration = 2332 , error before = 19089.478810 , error next = 19089.477218 , error change = 0.001592 , lambda = 0.200000 , time consumption = 0.457381s

unsuccessful step! iteration = 2333 , error before = 19089.477218 , error next = 19089.479225 , error change = -0.002006 , lambda = 2.000000 , time consumption = 0.458291s

successful step! iteration = 2334 , error before = 19089.477218 , error next = 19089.475646 , error change = 0.001573 , lambda = 0.200000 , time consumption = 0.458896s

unsuccessful step! iteration = 2335 , error before = 19089.475646 , error next = 19089.477628 , error change = -0.001982 , lambda = 2.000000 , time consumption = 0.458754s

successful step! iteration = 2336 , error before = 19089.475646 , error next = 19089.474092 , error change = 0.001554 , lambda = 0.200000 , time consumption = 0.458543s

unsuccessful step! iteration = 2337 , error before = 19089.474092 , error next = 19089.476051 , error change = -0.001958 , lambda = 2.000000 , time consumption = 0.458115s

successful step! iteration = 2338 , error before = 19089.474092 , error next = 19089.472557 , error change = 0.001535 , lambda = 0.200000 , time consumption = 0.459577s

unsuccessful step! iteration = 2339 , error before = 19089.472557 , error next = 19089.474492 , error change = -0.001935 , lambda = 2.000000 , time consumption = 0.461200s

successful step! iteration = 2340 , error before = 19089.472557 , error next = 19089.471041 , error change = 0.001517 , lambda = 0.200000 , time consumption = 0.456782s

unsuccessful step! iteration = 2341 , error before = 19089.471041 , error next = 19089.472952 , error change = -0.001912 , lambda = 2.000000 , time consumption = 0.459068s

successful step! iteration = 2342 , error before = 19089.471041 , error next = 19089.469542 , error change = 0.001498 , lambda = 0.200000 , time consumption = 0.464297s

unsuccessful step! iteration = 2343 , error before = 19089.469542 , error next = 19089.471431 , error change = -0.001889 , lambda = 2.000000 , time consumption = 0.458641s

successful step! iteration = 2344 , error before = 19089.469542 , error next = 19089.468062 , error change = 0.001480 , lambda = 0.200000 , time consumption = 0.457579s

unsuccessful step! iteration = 2345 , error before = 19089.468062 , error next = 19089.469928 , error change = -0.001866 , lambda = 2.000000 , time consumption = 0.483926s

successful step! iteration = 2346 , error before = 19089.468062 , error next = 19089.466599 , error change = 0.001463 , lambda = 0.200000 , time consumption = 0.466719s

unsuccessful step! iteration = 2347 , error before = 19089.466599 , error next = 19089.468443 , error change = -0.001844 , lambda = 2.000000 , time consumption = 0.465743s

successful step! iteration = 2348 , error before = 19089.466599 , error next = 19089.465154 , error change = 0.001445 , lambda = 0.200000 , time consumption = 0.466067s

unsuccessful step! iteration = 2349 , error before = 19089.465154 , error next = 19089.466976 , error change = -0.001822 , lambda = 2.000000 , time consumption = 0.467046s

successful step! iteration = 2350 , error before = 19089.465154 , error next = 19089.463726 , error change = 0.001428 , lambda = 0.200000 , time consumption = 0.466771s

unsuccessful step! iteration = 2351 , error before = 19089.463726 , error next = 19089.465526 , error change = -0.001800 , lambda = 2.000000 , time consumption = 0.465148s

successful step! iteration = 2352 , error before = 19089.463726 , error next = 19089.462315 , error change = 0.001411 , lambda = 0.200000 , time consumption = 0.465600s

unsuccessful step! iteration = 2353 , error before = 19089.462315 , error next = 19089.464094 , error change = -0.001778 , lambda = 2.000000 , time consumption = 0.464220s

successful step! iteration = 2354 , error before = 19089.462315 , error next = 19089.460922 , error change = 0.001394 , lambda = 0.200000 , time consumption = 0.464788s

unsuccessful step! iteration = 2355 , error before = 19089.460922 , error next = 19089.462679 , error change = -0.001757 , lambda = 2.000000 , time consumption = 0.469224s

successful step! iteration = 2356 , error before = 19089.460922 , error next = 19089.459545 , error change = 0.001377 , lambda = 0.200000 , time consumption = 0.464716s

unsuccessful step! iteration = 2357 , error before = 19089.459545 , error next = 19089.461280 , error change = -0.001736 , lambda = 2.000000 , time consumption = 0.464515s

successful step! iteration = 2358 , error before = 19089.459545 , error next = 19089.458184 , error change = 0.001361 , lambda = 0.200000 , time consumption = 0.464665s

unsuccessful step! iteration = 2359 , error before = 19089.458184 , error next = 19089.459899 , error change = -0.001715 , lambda = 2.000000 , time consumption = 0.466075s

successful step! iteration = 2360 , error before = 19089.458184 , error next = 19089.456840 , error change = 0.001344 , lambda = 0.200000 , time consumption = 0.465616s

unsuccessful step! iteration = 2361 , error before = 19089.456840 , error next = 19089.458534 , error change = -0.001694 , lambda = 2.000000 , time consumption = 0.466397s

successful step! iteration = 2362 , error before = 19089.456840 , error next = 19089.455512 , error change = 0.001328 , lambda = 0.200000 , time consumption = 0.465478s

unsuccessful step! iteration = 2363 , error before = 19089.455512 , error next = 19089.457186 , error change = -0.001674 , lambda = 2.000000 , time consumption = 0.465270s

successful step! iteration = 2364 , error before = 19089.455512 , error next = 19089.454200 , error change = 0.001312 , lambda = 0.200000 , time consumption = 0.469460s

unsuccessful step! iteration = 2365 , error before = 19089.454200 , error next = 19089.455854 , error change = -0.001654 , lambda = 2.000000 , time consumption = 0.465074s

successful step! iteration = 2366 , error before = 19089.454200 , error next = 19089.452903 , error change = 0.001296 , lambda = 0.200000 , time consumption = 0.475931s

unsuccessful step! iteration = 2367 , error before = 19089.452903 , error next = 19089.454538 , error change = -0.001634 , lambda = 2.000000 , time consumption = 0.479478s

successful step! iteration = 2368 , error before = 19089.452903 , error next = 19089.451623 , error change = 0.001281 , lambda = 0.200000 , time consumption = 0.478167s

unsuccessful step! iteration = 2369 , error before = 19089.451623 , error next = 19089.453237 , error change = -0.001614 , lambda = 2.000000 , time consumption = 0.471994s

successful step! iteration = 2370 , error before = 19089.451623 , error next = 19089.450357 , error change = 0.001265 , lambda = 0.200000 , time consumption = 0.481839s

unsuccessful step! iteration = 2371 , error before = 19089.450357 , error next = 19089.451952 , error change = -0.001595 , lambda = 2.000000 , time consumption = 0.468780s

successful step! iteration = 2372 , error before = 19089.450357 , error next = 19089.449107 , error change = 0.001250 , lambda = 0.200000 , time consumption = 0.472125s

unsuccessful step! iteration = 2373 , error before = 19089.449107 , error next = 19089.450683 , error change = -0.001576 , lambda = 2.000000 , time consumption = 0.477720s

successful step! iteration = 2374 , error before = 19089.449107 , error next = 19089.447872 , error change = 0.001235 , lambda = 0.200000 , time consumption = 0.466792s

unsuccessful step! iteration = 2375 , error before = 19089.447872 , error next = 19089.449429 , error change = -0.001557 , lambda = 2.000000 , time consumption = 0.466233s

successful step! iteration = 2376 , error before = 19089.447872 , error next = 19089.446651 , error change = 0.001220 , lambda = 0.200000 , time consumption = 0.490156s

unsuccessful step! iteration = 2377 , error before = 19089.446651 , error next = 19089.448190 , error change = -0.001538 , lambda = 2.000000 , time consumption = 0.466851s

successful step! iteration = 2378 , error before = 19089.446651 , error next = 19089.445445 , error change = 0.001206 , lambda = 0.200000 , time consumption = 0.472982s

unsuccessful step! iteration = 2379 , error before = 19089.445445 , error next = 19089.446965 , error change = -0.001520 , lambda = 2.000000 , time consumption = 0.473889s

successful step! iteration = 2380 , error before = 19089.445445 , error next = 19089.444254 , error change = 0.001191 , lambda = 0.200000 , time consumption = 0.473877s

unsuccessful step! iteration = 2381 , error before = 19089.444254 , error next = 19089.445756 , error change = -0.001502 , lambda = 2.000000 , time consumption = 0.472954s

successful step! iteration = 2382 , error before = 19089.444254 , error next = 19089.443077 , error change = 0.001177 , lambda = 0.200000 , time consumption = 0.474962s

unsuccessful step! iteration = 2383 , error before = 19089.443077 , error next = 19089.444561 , error change = -0.001484 , lambda = 2.000000 , time consumption = 0.473967s

successful step! iteration = 2384 , error before = 19089.443077 , error next = 19089.441914 , error change = 0.001163 , lambda = 0.200000 , time consumption = 0.474372s

unsuccessful step! iteration = 2385 , error before = 19089.441914 , error next = 19089.443380 , error change = -0.001466 , lambda = 2.000000 , time consumption = 0.469931s

successful step! iteration = 2386 , error before = 19089.441914 , error next = 19089.440765 , error change = 0.001149 , lambda = 0.200000 , time consumption = 0.474299s

unsuccessful step! iteration = 2387 , error before = 19089.440765 , error next = 19089.442213 , error change = -0.001448 , lambda = 2.000000 , time consumption = 0.473969s

successful step! iteration = 2388 , error before = 19089.440765 , error next = 19089.439630 , error change = 0.001135 , lambda = 0.200000 , time consumption = 0.466360s

unsuccessful step! iteration = 2389 , error before = 19089.439630 , error next = 19089.441061 , error change = -0.001431 , lambda = 2.000000 , time consumption = 0.475413s

successful step! iteration = 2390 , error before = 19089.439630 , error next = 19089.438508 , error change = 0.001122 , lambda = 0.200000 , time consumption = 0.469865s

unsuccessful step! iteration = 2391 , error before = 19089.438508 , error next = 19089.439922 , error change = -0.001414 , lambda = 2.000000 , time consumption = 0.469146s

successful step! iteration = 2392 , error before = 19089.438508 , error next = 19089.437400 , error change = 0.001108 , lambda = 0.200000 , time consumption = 0.471156s

unsuccessful step! iteration = 2393 , error before = 19089.437400 , error next = 19089.438797 , error change = -0.001397 , lambda = 2.000000 , time consumption = 0.467136s

successful step! iteration = 2394 , error before = 19089.437400 , error next = 19089.436305 , error change = 0.001095 , lambda = 0.200000 , time consumption = 0.468934s

unsuccessful step! iteration = 2395 , error before = 19089.436305 , error next = 19089.437685 , error change = -0.001380 , lambda = 2.000000 , time consumption = 0.483445s

successful step! iteration = 2396 , error before = 19089.436305 , error next = 19089.435223 , error change = 0.001082 , lambda = 0.200000 , time consumption = 0.466886s

unsuccessful step! iteration = 2397 , error before = 19089.435223 , error next = 19089.436587 , error change = -0.001364 , lambda = 2.000000 , time consumption = 0.487758s

successful step! iteration = 2398 , error before = 19089.435223 , error next = 19089.434155 , error change = 0.001069 , lambda = 0.200000 , time consumption = 0.460374s

unsuccessful step! iteration = 2399 , error before = 19089.434155 , error next = 19089.435502 , error change = -0.001347 , lambda = 2.000000 , time consumption = 0.461183s

successful step! iteration = 2400 , error before = 19089.434155 , error next = 19089.433099 , error change = 0.001056 , lambda = 0.200000 , time consumption = 0.460398s

unsuccessful step! iteration = 2401 , error before = 19089.433099 , error next = 19089.434430 , error change = -0.001331 , lambda = 2.000000 , time consumption = 0.458603s

successful step! iteration = 2402 , error before = 19089.433099 , error next = 19089.432055 , error change = 0.001043 , lambda = 0.200000 , time consumption = 0.458042s

unsuccessful step! iteration = 2403 , error before = 19089.432055 , error next = 19089.433370 , error change = -0.001315 , lambda = 2.000000 , time consumption = 0.467692s

successful step! iteration = 2404 , error before = 19089.432055 , error next = 19089.431025 , error change = 0.001031 , lambda = 0.200000 , time consumption = 0.462477s

unsuccessful step! iteration = 2405 , error before = 19089.431025 , error next = 19089.432324 , error change = -0.001299 , lambda = 2.000000 , time consumption = 0.460361s

successful step! iteration = 2406 , error before = 19089.431025 , error next = 19089.430006 , error change = 0.001018 , lambda = 0.200000 , time consumption = 0.458349s

unsuccessful step! iteration = 2407 , error before = 19089.430006 , error next = 19089.431290 , error change = -0.001284 , lambda = 2.000000 , time consumption = 0.467412s

successful step! iteration = 2408 , error before = 19089.430006 , error next = 19089.429000 , error change = 0.001006 , lambda = 0.200000 , time consumption = 0.465863s

unsuccessful step! iteration = 2409 , error before = 19089.429000 , error next = 19089.430268 , error change = -0.001268 , lambda = 2.000000 , time consumption = 0.467287s

successful step! iteration = 2410 , error before = 19089.429000 , error next = 19089.428006 , error change = 0.000994 , lambda = 0.200000 , time consumption = 0.465255s

unsuccessful step! iteration = 2411 , error before = 19089.428006 , error next = 19089.429259 , error change = -0.001253 , lambda = 2.000000 , time consumption = 0.465847s

successful step! iteration = 2412 , error before = 19089.428006 , error next = 19089.427024 , error change = 0.000982 , lambda = 0.200000 , time consumption = 0.467034s

unsuccessful step! iteration = 2413 , error before = 19089.427024 , error next = 19089.428262 , error change = -0.001238 , lambda = 2.000000 , time consumption = 0.465623s

successful step! iteration = 2414 , error before = 19089.427024 , error next = 19089.426054 , error change = 0.000970 , lambda = 0.200000 , time consumption = 0.466261s

unsuccessful step! iteration = 2415 , error before = 19089.426054 , error next = 19089.427277 , error change = -0.001223 , lambda = 2.000000 , time consumption = 0.465320s

successful step! iteration = 2416 , error before = 19089.426054 , error next = 19089.425095 , error change = 0.000959 , lambda = 0.200000 , time consumption = 0.467583s

unsuccessful step! iteration = 2417 , error before = 19089.425095 , error next = 19089.426303 , error change = -0.001208 , lambda = 2.000000 , time consumption = 0.464793s

successful step! iteration = 2418 , error before = 19089.425095 , error next = 19089.424148 , error change = 0.000947 , lambda = 0.200000 , time consumption = 0.467696s

unsuccessful step! iteration = 2419 , error before = 19089.424148 , error next = 19089.425342 , error change = -0.001194 , lambda = 2.000000 , time consumption = 0.465631s

successful step! iteration = 2420 , error before = 19089.424148 , error next = 19089.423212 , error change = 0.000936 , lambda = 0.200000 , time consumption = 0.470339s

unsuccessful step! iteration = 2421 , error before = 19089.423212 , error next = 19089.424391 , error change = -0.001180 , lambda = 2.000000 , time consumption = 0.465854s

successful step! iteration = 2422 , error before = 19089.423212 , error next = 19089.422287 , error change = 0.000925 , lambda = 0.200000 , time consumption = 0.465852s

unsuccessful step! iteration = 2423 , error before = 19089.422287 , error next = 19089.423453 , error change = -0.001166 , lambda = 2.000000 , time consumption = 0.464824s

successful step! iteration = 2424 , error before = 19089.422287 , error next = 19089.421374 , error change = 0.000914 , lambda = 0.200000 , time consumption = 0.465691s

unsuccessful step! iteration = 2425 , error before = 19089.421374 , error next = 19089.422525 , error change = -0.001152 , lambda = 2.000000 , time consumption = 0.464627s

successful step! iteration = 2426 , error before = 19089.421374 , error next = 19089.420471 , error change = 0.000903 , lambda = 0.200000 , time consumption = 0.464686s

unsuccessful step! iteration = 2427 , error before = 19089.420471 , error next = 19089.421609 , error change = -0.001138 , lambda = 2.000000 , time consumption = 0.464799s

successful step! iteration = 2428 , error before = 19089.420471 , error next = 19089.419579 , error change = 0.000892 , lambda = 0.200000 , time consumption = 0.465469s

unsuccessful step! iteration = 2429 , error before = 19089.419579 , error next = 19089.420703 , error change = -0.001124 , lambda = 2.000000 , time consumption = 0.467281s

successful step! iteration = 2430 , error before = 19089.419579 , error next = 19089.418698 , error change = 0.000881 , lambda = 0.200000 , time consumption = 0.467743s

unsuccessful step! iteration = 2431 , error before = 19089.418698 , error next = 19089.419809 , error change = -0.001111 , lambda = 2.000000 , time consumption = 0.458226s

successful step! iteration = 2432 , error before = 19089.418698 , error next = 19089.417828 , error change = 0.000870 , lambda = 0.200000 , time consumption = 0.459337s

unsuccessful step! iteration = 2433 , error before = 19089.417828 , error next = 19089.418925 , error change = -0.001097 , lambda = 2.000000 , time consumption = 0.461663s

successful step! iteration = 2434 , error before = 19089.417828 , error next = 19089.416968 , error change = 0.000860 , lambda = 0.200000 , time consumption = 0.468325s

unsuccessful step! iteration = 2435 , error before = 19089.416968 , error next = 19089.418052 , error change = -0.001084 , lambda = 2.000000 , time consumption = 0.466727s

successful step! iteration = 2436 , error before = 19089.416968 , error next = 19089.416118 , error change = 0.000850 , lambda = 0.200000 , time consumption = 0.464350s

unsuccessful step! iteration = 2437 , error before = 19089.416118 , error next = 19089.417189 , error change = -0.001071 , lambda = 2.000000 , time consumption = 0.468046s

successful step! iteration = 2438 , error before = 19089.416118 , error next = 19089.415278 , error change = 0.000840 , lambda = 0.200000 , time consumption = 0.467731s

unsuccessful step! iteration = 2439 , error before = 19089.415278 , error next = 19089.416336 , error change = -0.001058 , lambda = 2.000000 , time consumption = 0.462627s

successful step! iteration = 2440 , error before = 19089.415278 , error next = 19089.414449 , error change = 0.000829 , lambda = 0.200000 , time consumption = 0.464885s

unsuccessful step! iteration = 2441 , error before = 19089.414449 , error next = 19089.415494 , error change = -0.001046 , lambda = 2.000000 , time consumption = 0.469836s

successful step! iteration = 2442 , error before = 19089.414449 , error next = 19089.413629 , error change = 0.000820 , lambda = 0.200000 , time consumption = 0.475189s

unsuccessful step! iteration = 2443 , error before = 19089.413629 , error next = 19089.414662 , error change = -0.001033 , lambda = 2.000000 , time consumption = 0.470728s

successful step! iteration = 2444 , error before = 19089.413629 , error next = 19089.412820 , error change = 0.000810 , lambda = 0.200000 , time consumption = 0.470328s

unsuccessful step! iteration = 2445 , error before = 19089.412820 , error next = 19089.413840 , error change = -0.001021 , lambda = 2.000000 , time consumption = 0.480768s

successful step! iteration = 2446 , error before = 19089.412820 , error next = 19089.412020 , error change = 0.000800 , lambda = 0.200000 , time consumption = 0.470810s

unsuccessful step! iteration = 2447 , error before = 19089.412020 , error next = 19089.413028 , error change = -0.001008 , lambda = 2.000000 , time consumption = 0.468450s

successful step! iteration = 2448 , error before = 19089.412020 , error next = 19089.411229 , error change = 0.000790 , lambda = 0.200000 , time consumption = 0.466187s

unsuccessful step! iteration = 2449 , error before = 19089.411229 , error next = 19089.412225 , error change = -0.000996 , lambda = 2.000000 , time consumption = 0.468341s

successful step! iteration = 2450 , error before = 19089.411229 , error next = 19089.410448 , error change = 0.000781 , lambda = 0.200000 , time consumption = 0.467756s

unsuccessful step! iteration = 2451 , error before = 19089.410448 , error next = 19089.411433 , error change = -0.000984 , lambda = 2.000000 , time consumption = 0.471586s

successful step! iteration = 2452 , error before = 19089.410448 , error next = 19089.409677 , error change = 0.000772 , lambda = 0.200000 , time consumption = 0.469956s

unsuccessful step! iteration = 2453 , error before = 19089.409677 , error next = 19089.410649 , error change = -0.000973 , lambda = 2.000000 , time consumption = 0.470435s

successful step! iteration = 2454 , error before = 19089.409677 , error next = 19089.408915 , error change = 0.000762 , lambda = 0.200000 , time consumption = 0.472817s

unsuccessful step! iteration = 2455 , error before = 19089.408915 , error next = 19089.409875 , error change = -0.000961 , lambda = 2.000000 , time consumption = 0.468099s

successful step! iteration = 2456 , error before = 19089.408915 , error next = 19089.408161 , error change = 0.000753 , lambda = 0.200000 , time consumption = 0.473081s

unsuccessful step! iteration = 2457 , error before = 19089.408161 , error next = 19089.409111 , error change = -0.000949 , lambda = 2.000000 , time consumption = 0.495842s

successful step! iteration = 2458 , error before = 19089.408161 , error next = 19089.407417 , error change = 0.000744 , lambda = 0.200000 , time consumption = 0.470526s

unsuccessful step! iteration = 2459 , error before = 19089.407417 , error next = 19089.408355 , error change = -0.000938 , lambda = 2.000000 , time consumption = 0.474664s

successful step! iteration = 2460 , error before = 19089.407417 , error next = 19089.406682 , error change = 0.000735 , lambda = 0.200000 , time consumption = 0.461382s

unsuccessful step! iteration = 2461 , error before = 19089.406682 , error next = 19089.407609 , error change = -0.000927 , lambda = 2.000000 , time consumption = 0.462812s

successful step! iteration = 2462 , error before = 19089.406682 , error next = 19089.405956 , error change = 0.000726 , lambda = 0.200000 , time consumption = 0.464722s

unsuccessful step! iteration = 2463 , error before = 19089.405956 , error next = 19089.406871 , error change = -0.000916 , lambda = 2.000000 , time consumption = 0.463976s

successful step! iteration = 2464 , error before = 19089.405956 , error next = 19089.405238 , error change = 0.000718 , lambda = 0.200000 , time consumption = 0.464861s

unsuccessful step! iteration = 2465 , error before = 19089.405238 , error next = 19089.406143 , error change = -0.000905 , lambda = 2.000000 , time consumption = 0.469723s

successful step! iteration = 2466 , error before = 19089.405238 , error next = 19089.404529 , error change = 0.000709 , lambda = 0.200000 , time consumption = 0.472811s

unsuccessful step! iteration = 2467 , error before = 19089.404529 , error next = 19089.405423 , error change = -0.000894 , lambda = 2.000000 , time consumption = 0.459208s

successful step! iteration = 2468 , error before = 19089.404529 , error next = 19089.403829 , error change = 0.000701 , lambda = 0.200000 , time consumption = 0.464934s

unsuccessful step! iteration = 2469 , error before = 19089.403829 , error next = 19089.404712 , error change = -0.000883 , lambda = 2.000000 , time consumption = 0.459666s

successful step! iteration = 2470 , error before = 19089.403829 , error next = 19089.403137 , error change = 0.000692 , lambda = 0.200000 , time consumption = 0.458888s

unsuccessful step! iteration = 2471 , error before = 19089.403137 , error next = 19089.404009 , error change = -0.000872 , lambda = 2.000000 , time consumption = 0.458632s

successful step! iteration = 2472 , error before = 19089.403137 , error next = 19089.402453 , error change = 0.000684 , lambda = 0.200000 , time consumption = 0.458590s

unsuccessful step! iteration = 2473 , error before = 19089.402453 , error next = 19089.403315 , error change = -0.000862 , lambda = 2.000000 , time consumption = 0.460349s

successful step! iteration = 2474 , error before = 19089.402453 , error next = 19089.401777 , error change = 0.000676 , lambda = 0.200000 , time consumption = 0.457793s

unsuccessful step! iteration = 2475 , error before = 19089.401777 , error next = 19089.402629 , error change = -0.000852 , lambda = 2.000000 , time consumption = 0.458686s

successful step! iteration = 2476 , error before = 19089.401777 , error next = 19089.401110 , error change = 0.000667 , lambda = 0.200000 , time consumption = 0.458357s

unsuccessful step! iteration = 2477 , error before = 19089.401110 , error next = 19089.401951 , error change = -0.000841 , lambda = 2.000000 , time consumption = 0.458633s

successful step! iteration = 2478 , error before = 19089.401110 , error next = 19089.400450 , error change = 0.000659 , lambda = 0.200000 , time consumption = 0.458174s

unsuccessful step! iteration = 2479 , error before = 19089.400450 , error next = 19089.401281 , error change = -0.000831 , lambda = 2.000000 , time consumption = 0.457981s

successful step! iteration = 2480 , error before = 19089.400450 , error next = 19089.399799 , error change = 0.000652 , lambda = 0.200000 , time consumption = 0.459607s

unsuccessful step! iteration = 2481 , error before = 19089.399799 , error next = 19089.400620 , error change = -0.000821 , lambda = 2.000000 , time consumption = 0.457962s

successful step! iteration = 2482 , error before = 19089.399799 , error next = 19089.399155 , error change = 0.000644 , lambda = 0.200000 , time consumption = 0.455952s

unsuccessful step! iteration = 2483 , error before = 19089.399155 , error next = 19089.399966 , error change = -0.000811 , lambda = 2.000000 , time consumption = 0.458730s

