number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10

unsuccessful step! iteration = 869 , error before = 19948.658317 , error next = 19961.486514 , error change = -12.828197 , lambda = 2.000000 , time consumption = 0.487171s

successful step! iteration = 870 , error before = 19948.658317 , error next = 19938.597326 , error change = 10.060991 , lambda = 0.200000 , time consumption = 0.473881s

unsuccessful step! iteration = 871 , error before = 19938.597326 , error next = 19951.277203 , error change = -12.679877 , lambda = 2.000000 , time consumption = 0.488271s

successful step! iteration = 872 , error before = 19938.597326 , error next = 19928.652695 , error change = 9.944631 , lambda = 0.200000 , time consumption = 0.485762s

unsuccessful step! iteration = 873 , error before = 19928.652695 , error next = 19941.185936 , error change = -12.533241 , lambda = 2.000000 , time consumption = 0.482435s

successful step! iteration = 874 , error before = 19928.652695 , error next = 19918.823104 , error change = 9.829592 , lambda = 0.200000 , time consumption = 0.481392s

unsuccessful step! iteration = 875 , error before = 19918.823104 , error next = 19931.211372 , error change = -12.388268 , lambda = 2.000000 , time consumption = 0.485301s

successful step! iteration = 876 , error before = 19918.823104 , error next = 19909.107245 , error change = 9.715859 , lambda = 0.200000 , time consumption = 0.495193s

unsuccessful step! iteration = 877 , error before = 19909.107245 , error next = 19921.352187 , error change = -12.244942 , lambda = 2.000000 , time consumption = 0.484990s

successful step! iteration = 878 , error before = 19909.107245 , error next = 19899.503826 , error change = 9.603418 , lambda = 0.200000 , time consumption = 0.483847s

unsuccessful step! iteration = 879 , error before = 19899.503826 , error next = 19911.607070 , error change = -12.103244 , lambda = 2.000000 , time consumption = 0.503411s

successful step! iteration = 880 , error before = 19899.503826 , error next = 19890.011571 , error change = 9.492255 , lambda = 0.200000 , time consumption = 0.486148s

unsuccessful step! iteration = 881 , error before = 19890.011571 , error next = 19901.974726 , error change = -11.963155 , lambda = 2.000000 , time consumption = 0.475638s

successful step! iteration = 882 , error before = 19890.011571 , error next = 19880.629216 , error change = 9.382355 , lambda = 0.200000 , time consumption = 0.476086s

unsuccessful step! iteration = 883 , error before = 19880.629216 , error next = 19892.453875 , error change = -11.824659 , lambda = 2.000000 , time consumption = 0.491094s

successful step! iteration = 884 , error before = 19880.629216 , error next = 19871.355511 , error change = 9.273705 , lambda = 0.200000 , time consumption = 0.480904s

unsuccessful step! iteration = 885 , error before = 19871.355511 , error next = 19883.043247 , error change = -11.687737 , lambda = 2.000000 , time consumption = 0.479501s

successful step! iteration = 886 , error before = 19871.355511 , error next = 19862.189220 , error change = 9.166291 , lambda = 0.200000 , time consumption = 0.484590s

unsuccessful step! iteration = 887 , error before = 19862.189220 , error next = 19873.741592 , error change = -11.552372 , lambda = 2.000000 , time consumption = 0.489467s

successful step! iteration = 888 , error before = 19862.189220 , error next = 19853.129122 , error change = 9.060098 , lambda = 0.200000 , time consumption = 0.486222s

unsuccessful step! iteration = 889 , error before = 19853.129122 , error next = 19864.547669 , error change = -11.418547 , lambda = 2.000000 , time consumption = 0.488478s

successful step! iteration = 890 , error before = 19853.129122 , error next = 19844.174007 , error change = 8.955115 , lambda = 0.200000 , time consumption = 0.483348s

unsuccessful step! iteration = 891 , error before = 19844.174007 , error next = 19855.460252 , error change = -11.286245 , lambda = 2.000000 , time consumption = 0.499402s

successful step! iteration = 892 , error before = 19844.174007 , error next = 19835.322681 , error change = 8.851326 , lambda = 0.200000 , time consumption = 0.474073s

unsuccessful step! iteration = 893 , error before = 19835.322681 , error next = 19846.478130 , error change = -11.155449 , lambda = 2.000000 , time consumption = 0.476330s

successful step! iteration = 894 , error before = 19835.322681 , error next = 19826.573962 , error change = 8.748719 , lambda = 0.200000 , time consumption = 0.508050s

unsuccessful step! iteration = 895 , error before = 19826.573962 , error next = 19837.600103 , error change = -11.026142 , lambda = 2.000000 , time consumption = 0.481660s

successful step! iteration = 896 , error before = 19826.573962 , error next = 19817.926680 , error change = 8.647282 , lambda = 0.200000 , time consumption = 0.490579s

unsuccessful step! iteration = 897 , error before = 19817.926680 , error next = 19828.824988 , error change = -10.898308 , lambda = 2.000000 , time consumption = 0.480000s

successful step! iteration = 898 , error before = 19817.926680 , error next = 19809.379680 , error change = 8.547000 , lambda = 0.200000 , time consumption = 0.477625s

unsuccessful step! iteration = 899 , error before = 19809.379680 , error next = 19820.151611 , error change = -10.771931 , lambda = 2.000000 , time consumption = 0.487637s

successful step! iteration = 900 , error before = 19809.379680 , error next = 19800.931820 , error change = 8.447861 , lambda = 0.200000 , time consumption = 0.478678s

unsuccessful step! iteration = 901 , error before = 19800.931820 , error next = 19811.578813 , error change = -10.646993 , lambda = 2.000000 , time consumption = 0.474876s

successful step! iteration = 902 , error before = 19800.931820 , error next = 19792.581968 , error change = 8.349852 , lambda = 0.200000 , time consumption = 0.491845s

unsuccessful step! iteration = 903 , error before = 19792.581968 , error next = 19803.105448 , error change = -10.523481 , lambda = 2.000000 , time consumption = 0.465706s

successful step! iteration = 904 , error before = 19792.581968 , error next = 19784.329006 , error change = 8.252961 , lambda = 0.200000 , time consumption = 0.464455s

unsuccessful step! iteration = 905 , error before = 19784.329006 , error next = 19794.730383 , error change = -10.401376 , lambda = 2.000000 , time consumption = 0.467794s

successful step! iteration = 906 , error before = 19784.329006 , error next = 19776.171830 , error change = 8.157176 , lambda = 0.200000 , time consumption = 0.466927s

unsuccessful step! iteration = 907 , error before = 19776.171830 , error next = 19786.452495 , error change = -10.280665 , lambda = 2.000000 , time consumption = 0.468545s

successful step! iteration = 908 , error before = 19776.171830 , error next = 19768.109346 , error change = 8.062484 , lambda = 0.200000 , time consumption = 0.466863s

unsuccessful step! iteration = 909 , error before = 19768.109346 , error next = 19778.270677 , error change = -10.161331 , lambda = 2.000000 , time consumption = 0.468992s

successful step! iteration = 910 , error before = 19768.109346 , error next = 19760.140474 , error change = 7.968873 , lambda = 0.200000 , time consumption = 0.466799s

unsuccessful step! iteration = 911 , error before = 19760.140474 , error next = 19770.183833 , error change = -10.043359 , lambda = 2.000000 , time consumption = 0.469187s

successful step! iteration = 912 , error before = 19760.140474 , error next = 19752.264144 , error change = 7.876330 , lambda = 0.200000 , time consumption = 0.465971s

unsuccessful step! iteration = 913 , error before = 19752.264144 , error next = 19762.190878 , error change = -9.926734 , lambda = 2.000000 , time consumption = 0.469388s

successful step! iteration = 914 , error before = 19752.264144 , error next = 19744.479299 , error change = 7.784845 , lambda = 0.200000 , time consumption = 0.472221s

unsuccessful step! iteration = 915 , error before = 19744.479299 , error next = 19754.290740 , error change = -9.811441 , lambda = 2.000000 , time consumption = 0.475904s

successful step! iteration = 916 , error before = 19744.479299 , error next = 19736.784894 , error change = 7.694405 , lambda = 0.200000 , time consumption = 0.477103s

unsuccessful step! iteration = 917 , error before = 19736.784894 , error next = 19746.482359 , error change = -9.697466 , lambda = 2.000000 , time consumption = 0.470732s

successful step! iteration = 918 , error before = 19736.784894 , error next = 19729.179895 , error change = 7.604999 , lambda = 0.200000 , time consumption = 0.475053s

unsuccessful step! iteration = 919 , error before = 19729.179895 , error next = 19738.764687 , error change = -9.584792 , lambda = 2.000000 , time consumption = 0.488688s

successful step! iteration = 920 , error before = 19729.179895 , error next = 19721.663281 , error change = 7.516614 , lambda = 0.200000 , time consumption = 0.485276s

unsuccessful step! iteration = 921 , error before = 19721.663281 , error next = 19731.136688 , error change = -9.473407 , lambda = 2.000000 , time consumption = 0.492159s

successful step! iteration = 922 , error before = 19721.663281 , error next = 19714.234040 , error change = 7.429241 , lambda = 0.200000 , time consumption = 0.495119s

unsuccessful step! iteration = 923 , error before = 19714.234040 , error next = 19723.597335 , error change = -9.363295 , lambda = 2.000000 , time consumption = 0.471325s

successful step! iteration = 924 , error before = 19714.234040 , error next = 19706.891173 , error change = 7.342867 , lambda = 0.200000 , time consumption = 0.475318s

unsuccessful step! iteration = 925 , error before = 19706.891173 , error next = 19716.145616 , error change = -9.254443 , lambda = 2.000000 , time consumption = 0.477113s

successful step! iteration = 926 , error before = 19706.891173 , error next = 19699.633692 , error change = 7.257481 , lambda = 0.200000 , time consumption = 0.476104s

unsuccessful step! iteration = 927 , error before = 19699.633692 , error next = 19708.780528 , error change = -9.146836 , lambda = 2.000000 , time consumption = 0.471897s

successful step! iteration = 928 , error before = 19699.633692 , error next = 19692.460620 , error change = 7.173072 , lambda = 0.200000 , time consumption = 0.473552s

unsuccessful step! iteration = 929 , error before = 19692.460620 , error next = 19701.501081 , error change = -9.040461 , lambda = 2.000000 , time consumption = 0.474036s

successful step! iteration = 930 , error before = 19692.460620 , error next = 19685.370990 , error change = 7.089630 , lambda = 0.200000 , time consumption = 0.474818s

unsuccessful step! iteration = 931 , error before = 19685.370990 , error next = 19694.306293 , error change = -8.935303 , lambda = 2.000000 , time consumption = 0.481365s

successful step! iteration = 932 , error before = 19685.370990 , error next = 19678.363846 , error change = 7.007143 , lambda = 0.200000 , time consumption = 0.470871s

unsuccessful step! iteration = 933 , error before = 19678.363846 , error next = 19687.195196 , error change = -8.831349 , lambda = 2.000000 , time consumption = 0.471297s

successful step! iteration = 934 , error before = 19678.363846 , error next = 19671.438245 , error change = 6.925602 , lambda = 0.200000 , time consumption = 0.474230s

unsuccessful step! iteration = 935 , error before = 19671.438245 , error next = 19680.166831 , error change = -8.728586 , lambda = 2.000000 , time consumption = 0.470297s

successful step! iteration = 936 , error before = 19671.438245 , error next = 19664.593251 , error change = 6.844994 , lambda = 0.200000 , time consumption = 0.478680s

unsuccessful step! iteration = 937 , error before = 19664.593251 , error next = 19673.220251 , error change = -8.627000 , lambda = 2.000000 , time consumption = 0.505759s

successful step! iteration = 938 , error before = 19664.593251 , error next = 19657.827940 , error change = 6.765310 , lambda = 0.200000 , time consumption = 0.498897s

unsuccessful step! iteration = 939 , error before = 19657.827940 , error next = 19666.354519 , error change = -8.526579 , lambda = 2.000000 , time consumption = 0.494605s

successful step! iteration = 940 , error before = 19657.827940 , error next = 19651.141400 , error change = 6.686540 , lambda = 0.200000 , time consumption = 0.488660s

unsuccessful step! iteration = 941 , error before = 19651.141400 , error next = 19659.568708 , error change = -8.427308 , lambda = 2.000000 , time consumption = 0.485526s

successful step! iteration = 942 , error before = 19651.141400 , error next = 19644.532726 , error change = 6.608673 , lambda = 0.200000 , time consumption = 0.482568s

unsuccessful step! iteration = 943 , error before = 19644.532726 , error next = 19652.861903 , error change = -8.329176 , lambda = 2.000000 , time consumption = 0.488671s

successful step! iteration = 944 , error before = 19644.532726 , error next = 19638.001027 , error change = 6.531700 , lambda = 0.200000 , time consumption = 0.480672s

unsuccessful step! iteration = 945 , error before = 19638.001027 , error next = 19646.233196 , error change = -8.232170 , lambda = 2.000000 , time consumption = 0.486853s

successful step! iteration = 946 , error before = 19638.001027 , error next = 19631.545417 , error change = 6.455609 , lambda = 0.200000 , time consumption = 0.486359s

unsuccessful step! iteration = 947 , error before = 19631.545417 , error next = 19639.681693 , error change = -8.136276 , lambda = 2.000000 , time consumption = 0.482765s

successful step! iteration = 948 , error before = 19631.545417 , error next = 19625.165025 , error change = 6.380392 , lambda = 0.200000 , time consumption = 0.492485s

unsuccessful step! iteration = 949 , error before = 19625.165025 , error next = 19633.206508 , error change = -8.041482 , lambda = 2.000000 , time consumption = 0.475917s

successful step! iteration = 950 , error before = 19625.165025 , error next = 19618.858987 , error change = 6.306038 , lambda = 0.200000 , time consumption = 0.486290s

unsuccessful step! iteration = 951 , error before = 19618.858987 , error next = 19626.806764 , error change = -7.947777 , lambda = 2.000000 , time consumption = 0.470455s

successful step! iteration = 952 , error before = 19618.858987 , error next = 19612.626449 , error change = 6.232538 , lambda = 0.200000 , time consumption = 0.468935s

unsuccessful step! iteration = 953 , error before = 19612.626449 , error next = 19620.481597 , error change = -7.855148 , lambda = 2.000000 , time consumption = 0.472304s

successful step! iteration = 954 , error before = 19612.626449 , error next = 19606.466567 , error change = 6.159882 , lambda = 0.200000 , time consumption = 0.469871s

unsuccessful step! iteration = 955 , error before = 19606.466567 , error next = 19614.230149 , error change = -7.763582 , lambda = 2.000000 , time consumption = 0.470486s

successful step! iteration = 956 , error before = 19606.466567 , error next = 19600.378506 , error change = 6.088061 , lambda = 0.200000 , time consumption = 0.474973s

unsuccessful step! iteration = 957 , error before = 19600.378506 , error next = 19608.051574 , error change = -7.673068 , lambda = 2.000000 , time consumption = 0.476287s

successful step! iteration = 958 , error before = 19600.378506 , error next = 19594.361441 , error change = 6.017065 , lambda = 0.200000 , time consumption = 0.468779s

unsuccessful step! iteration = 959 , error before = 19594.361441 , error next = 19601.945036 , error change = -7.583595 , lambda = 2.000000 , time consumption = 0.474724s

successful step! iteration = 960 , error before = 19594.361441 , error next = 19588.414556 , error change = 5.946885 , lambda = 0.200000 , time consumption = 0.474023s

unsuccessful step! iteration = 961 , error before = 19588.414556 , error next = 19595.909705 , error change = -7.495149 , lambda = 2.000000 , time consumption = 0.481207s

successful step! iteration = 962 , error before = 19588.414556 , error next = 19582.537043 , error change = 5.877512 , lambda = 0.200000 , time consumption = 0.473375s

unsuccessful step! iteration = 963 , error before = 19582.537043 , error next = 19589.944764 , error change = -7.407721 , lambda = 2.000000 , time consumption = 0.472876s

successful step! iteration = 964 , error before = 19582.537043 , error next = 19576.728106 , error change = 5.808937 , lambda = 0.200000 , time consumption = 0.473722s

unsuccessful step! iteration = 965 , error before = 19576.728106 , error next = 19584.049403 , error change = -7.321297 , lambda = 2.000000 , time consumption = 0.483481s

successful step! iteration = 966 , error before = 19576.728106 , error next = 19570.986955 , error change = 5.741151 , lambda = 0.200000 , time consumption = 0.481140s

unsuccessful step! iteration = 967 , error before = 19570.986955 , error next = 19578.222823 , error change = -7.235868 , lambda = 2.000000 , time consumption = 0.486480s

successful step! iteration = 968 , error before = 19570.986955 , error next = 19565.312810 , error change = 5.674145 , lambda = 0.200000 , time consumption = 0.477985s

unsuccessful step! iteration = 969 , error before = 19565.312810 , error next = 19572.464232 , error change = -7.151422 , lambda = 2.000000 , time consumption = 0.476615s

successful step! iteration = 970 , error before = 19565.312810 , error next = 19559.704900 , error change = 5.607910 , lambda = 0.200000 , time consumption = 0.489554s

unsuccessful step! iteration = 971 , error before = 19559.704900 , error next = 19566.772848 , error change = -7.067947 , lambda = 2.000000 , time consumption = 0.486139s

successful step! iteration = 972 , error before = 19559.704900 , error next = 19554.162463 , error change = 5.542437 , lambda = 0.200000 , time consumption = 0.477906s

unsuccessful step! iteration = 973 , error before = 19554.162463 , error next = 19561.147897 , error change = -6.985434 , lambda = 2.000000 , time consumption = 0.482936s

successful step! iteration = 974 , error before = 19554.162463 , error next = 19548.684745 , error change = 5.477718 , lambda = 0.200000 , time consumption = 0.477569s

unsuccessful step! iteration = 975 , error before = 19548.684745 , error next = 19555.588615 , error change = -6.903870 , lambda = 2.000000 , time consumption = 0.485503s

successful step! iteration = 976 , error before = 19548.684745 , error next = 19543.271000 , error change = 5.413745 , lambda = 0.200000 , time consumption = 0.494106s

unsuccessful step! iteration = 977 , error before = 19543.271000 , error next = 19550.094246 , error change = -6.823246 , lambda = 2.000000 , time consumption = 0.485842s

successful step! iteration = 978 , error before = 19543.271000 , error next = 19537.920491 , error change = 5.350509 , lambda = 0.200000 , time consumption = 0.474264s

unsuccessful step! iteration = 979 , error before = 19537.920491 , error next = 19544.664042 , error change = -6.743550 , lambda = 2.000000 , time consumption = 0.465778s

successful step! iteration = 980 , error before = 19537.920491 , error next = 19532.632491 , error change = 5.288001 , lambda = 0.200000 , time consumption = 0.466745s

unsuccessful step! iteration = 981 , error before = 19532.632491 , error next = 19539.297263 , error change = -6.664773 , lambda = 2.000000 , time consumption = 0.466492s

successful step! iteration = 982 , error before = 19532.632491 , error next = 19527.406277 , error change = 5.226214 , lambda = 0.200000 , time consumption = 0.472898s

unsuccessful step! iteration = 983 , error before = 19527.406277 , error next = 19533.993180 , error change = -6.586903 , lambda = 2.000000 , time consumption = 0.473726s

successful step! iteration = 984 , error before = 19527.406277 , error next = 19522.241138 , error change = 5.165139 , lambda = 0.200000 , time consumption = 0.483902s

unsuccessful step! iteration = 985 , error before = 19522.241138 , error next = 19528.751070 , error change = -6.509932 , lambda = 2.000000 , time consumption = 0.484427s

successful step! iteration = 986 , error before = 19522.241138 , error next = 19517.136370 , error change = 5.104768 , lambda = 0.200000 , time consumption = 0.478981s

unsuccessful step! iteration = 987 , error before = 19517.136370 , error next = 19523.570217 , error change = -6.433847 , lambda = 2.000000 , time consumption = 0.474767s

successful step! iteration = 988 , error before = 19517.136370 , error next = 19512.091276 , error change = 5.045094 , lambda = 0.200000 , time consumption = 0.480918s

unsuccessful step! iteration = 989 , error before = 19512.091276 , error next = 19518.449917 , error change = -6.358640 , lambda = 2.000000 , time consumption = 0.471419s

successful step! iteration = 990 , error before = 19512.091276 , error next = 19507.105168 , error change = 4.986108 , lambda = 0.200000 , time consumption = 0.473564s

unsuccessful step! iteration = 991 , error before = 19507.105168 , error next = 19513.389469 , error change = -6.284301 , lambda = 2.000000 , time consumption = 0.478136s

successful step! iteration = 992 , error before = 19507.105168 , error next = 19502.177365 , error change = 4.927803 , lambda = 0.200000 , time consumption = 0.480870s

unsuccessful step! iteration = 993 , error before = 19502.177365 , error next = 19508.388185 , error change = -6.210820 , lambda = 2.000000 , time consumption = 0.475937s

successful step! iteration = 994 , error before = 19502.177365 , error next = 19497.307195 , error change = 4.870171 , lambda = 0.200000 , time consumption = 0.472129s

unsuccessful step! iteration = 995 , error before = 19497.307195 , error next = 19503.445381 , error change = -6.138186 , lambda = 2.000000 , time consumption = 0.481151s

successful step! iteration = 996 , error before = 19497.307195 , error next = 19492.493991 , error change = 4.813204 , lambda = 0.200000 , time consumption = 0.473708s

unsuccessful step! iteration = 997 , error before = 19492.493991 , error next = 19498.560383 , error change = -6.066391 , lambda = 2.000000 , time consumption = 0.487676s

successful step! iteration = 998 , error before = 19492.493991 , error next = 19487.737097 , error change = 4.756895 , lambda = 0.200000 , time consumption = 0.478521s

unsuccessful step! iteration = 999 , error before = 19487.737097 , error next = 19493.732522 , error change = -5.995425 , lambda = 2.000000 , time consumption = 0.485777s

successful step! iteration = 1000 , error before = 19487.737097 , error next = 19483.035861 , error change = 4.701236 , lambda = 0.200000 , time consumption = 0.487639s

unsuccessful step! iteration = 1001 , error before = 19483.035861 , error next = 19488.961140 , error change = -5.925279 , lambda = 2.000000 , time consumption = 0.485426s

successful step! iteration = 1002 , error before = 19483.035861 , error next = 19478.389641 , error change = 4.646220 , lambda = 0.200000 , time consumption = 0.494698s

unsuccessful step! iteration = 1003 , error before = 19478.389641 , error next = 19484.245584 , error change = -5.855943 , lambda = 2.000000 , time consumption = 0.501321s

successful step! iteration = 1004 , error before = 19478.389641 , error next = 19473.797800 , error change = 4.591840 , lambda = 0.200000 , time consumption = 0.500783s

unsuccessful step! iteration = 1005 , error before = 19473.797800 , error next = 19479.585208 , error change = -5.787408 , lambda = 2.000000 , time consumption = 0.482615s

successful step! iteration = 1006 , error before = 19473.797800 , error next = 19469.259711 , error change = 4.538089 , lambda = 0.200000 , time consumption = 0.477933s

unsuccessful step! iteration = 1007 , error before = 19469.259711 , error next = 19474.979377 , error change = -5.719665 , lambda = 2.000000 , time consumption = 0.490333s

successful step! iteration = 1008 , error before = 19469.259711 , error next = 19464.774753 , error change = 4.484959 , lambda = 0.200000 , time consumption = 0.483857s

unsuccessful step! iteration = 1009 , error before = 19464.774753 , error next = 19470.427458 , error change = -5.652705 , lambda = 2.000000 , time consumption = 0.480396s

successful step! iteration = 1010 , error before = 19464.774753 , error next = 19460.342309 , error change = 4.432443 , lambda = 0.200000 , time consumption = 0.491974s

unsuccessful step! iteration = 1011 , error before = 19460.342309 , error next = 19465.928829 , error change = -5.586520 , lambda = 2.000000 , time consumption = 0.482279s

successful step! iteration = 1012 , error before = 19460.342309 , error next = 19455.961774 , error change = 4.380535 , lambda = 0.200000 , time consumption = 0.478858s

unsuccessful step! iteration = 1013 , error before = 19455.961774 , error next = 19461.482874 , error change = -5.521100 , lambda = 2.000000 , time consumption = 0.477581s

successful step! iteration = 1014 , error before = 19455.961774 , error next = 19451.632547 , error change = 4.329227 , lambda = 0.200000 , time consumption = 0.493370s

unsuccessful step! iteration = 1015 , error before = 19451.632547 , error next = 19457.088984 , error change = -5.456436 , lambda = 2.000000 , time consumption = 0.490124s

successful step! iteration = 1016 , error before = 19451.632547 , error next = 19447.354034 , error change = 4.278513 , lambda = 0.200000 , time consumption = 0.481488s

unsuccessful step! iteration = 1017 , error before = 19447.354034 , error next = 19452.746555 , error change = -5.392521 , lambda = 2.000000 , time consumption = 0.481507s

successful step! iteration = 1018 , error before = 19447.354034 , error next = 19443.125649 , error change = 4.228386 , lambda = 0.200000 , time consumption = 0.481322s

unsuccessful step! iteration = 1019 , error before = 19443.125649 , error next = 19448.454994 , error change = -5.329345 , lambda = 2.000000 , time consumption = 0.487548s

successful step! iteration = 1020 , error before = 19443.125649 , error next = 19438.946810 , error change = 4.178839 , lambda = 0.200000 , time consumption = 0.483189s

unsuccessful step! iteration = 1021 , error before = 19438.946810 , error next = 19444.213711 , error change = -5.266901 , lambda = 2.000000 , time consumption = 0.489334s

successful step! iteration = 1022 , error before = 19438.946810 , error next = 19434.816945 , error change = 4.129865 , lambda = 0.200000 , time consumption = 0.478502s

unsuccessful step! iteration = 1023 , error before = 19434.816945 , error next = 19440.022124 , error change = -5.205179 , lambda = 2.000000 , time consumption = 0.472427s

successful step! iteration = 1024 , error before = 19434.816945 , error next = 19430.735485 , error change = 4.081459 , lambda = 0.200000 , time consumption = 0.473429s

unsuccessful step! iteration = 1025 , error before = 19430.735485 , error next = 19435.879658 , error change = -5.144173 , lambda = 2.000000 , time consumption = 0.490325s

successful step! iteration = 1026 , error before = 19430.735485 , error next = 19426.701872 , error change = 4.033614 , lambda = 0.200000 , time consumption = 0.480185s

unsuccessful step! iteration = 1027 , error before = 19426.701872 , error next = 19431.785744 , error change = -5.083873 , lambda = 2.000000 , time consumption = 0.476091s

successful step! iteration = 1028 , error before = 19426.701872 , error next = 19422.715549 , error change = 3.986323 , lambda = 0.200000 , time consumption = 0.490862s

unsuccessful step! iteration = 1029 , error before = 19422.715549 , error next = 19427.739820 , error change = -5.024271 , lambda = 2.000000 , time consumption = 0.475669s

successful step! iteration = 1030 , error before = 19422.715549 , error next = 19418.775969 , error change = 3.939580 , lambda = 0.200000 , time consumption = 0.472680s

unsuccessful step! iteration = 1031 , error before = 19418.775969 , error next = 19423.741329 , error change = -4.965360 , lambda = 2.000000 , time consumption = 0.467668s

successful step! iteration = 1032 , error before = 19418.775969 , error next = 19414.882591 , error change = 3.893378 , lambda = 0.200000 , time consumption = 0.467590s

unsuccessful step! iteration = 1033 , error before = 19414.882591 , error next = 19419.789723 , error change = -4.907132 , lambda = 2.000000 , time consumption = 0.466536s

successful step! iteration = 1034 , error before = 19414.882591 , error next = 19411.034879 , error change = 3.847712 , lambda = 0.200000 , time consumption = 0.467520s

unsuccessful step! iteration = 1035 , error before = 19411.034879 , error next = 19415.884457 , error change = -4.849578 , lambda = 2.000000 , time consumption = 0.472443s

successful step! iteration = 1036 , error before = 19411.034879 , error next = 19407.232303 , error change = 3.802576 , lambda = 0.200000 , time consumption = 0.466820s

unsuccessful step! iteration = 1037 , error before = 19407.232303 , error next = 19412.024995 , error change = -4.792692 , lambda = 2.000000 , time consumption = 0.469940s

successful step! iteration = 1038 , error before = 19407.232303 , error next = 19403.474340 , error change = 3.757963 , lambda = 0.200000 , time consumption = 0.466563s

unsuccessful step! iteration = 1039 , error before = 19403.474340 , error next = 19408.210806 , error change = -4.736466 , lambda = 2.000000 , time consumption = 0.474377s

successful step! iteration = 1040 , error before = 19403.474340 , error next = 19399.760472 , error change = 3.713868 , lambda = 0.200000 , time consumption = 0.488224s

unsuccessful step! iteration = 1041 , error before = 19399.760472 , error next = 19404.441363 , error change = -4.680892 , lambda = 2.000000 , time consumption = 0.486817s

successful step! iteration = 1042 , error before = 19399.760472 , error next = 19396.090187 , error change = 3.670284 , lambda = 0.200000 , time consumption = 0.473857s

unsuccessful step! iteration = 1043 , error before = 19396.090187 , error next = 19400.716150 , error change = -4.625963 , lambda = 2.000000 , time consumption = 0.473804s

successful step! iteration = 1044 , error before = 19396.090187 , error next = 19392.462981 , error change = 3.627206 , lambda = 0.200000 , time consumption = 0.474043s

unsuccessful step! iteration = 1045 , error before = 19392.462981 , error next = 19397.034651 , error change = -4.571671 , lambda = 2.000000 , time consumption = 0.474865s

successful step! iteration = 1046 , error before = 19392.462981 , error next = 19388.878352 , error change = 3.584628 , lambda = 0.200000 , time consumption = 0.476969s

unsuccessful step! iteration = 1047 , error before = 19388.878352 , error next = 19393.396361 , error change = -4.518009 , lambda = 2.000000 , time consumption = 0.477364s

successful step! iteration = 1048 , error before = 19388.878352 , error next = 19385.335808 , error change = 3.542545 , lambda = 0.200000 , time consumption = 0.474821s

unsuccessful step! iteration = 1049 , error before = 19385.335808 , error next = 19389.800777 , error change = -4.464970 , lambda = 2.000000 , time consumption = 0.475100s

successful step! iteration = 1050 , error before = 19385.335808 , error next = 19381.834858 , error change = 3.500950 , lambda = 0.200000 , time consumption = 0.481359s

unsuccessful step! iteration = 1051 , error before = 19381.834858 , error next = 19386.247404 , error change = -4.412546 , lambda = 2.000000 , time consumption = 0.483112s

successful step! iteration = 1052 , error before = 19381.834858 , error next = 19378.375020 , error change = 3.459838 , lambda = 0.200000 , time consumption = 0.490985s

unsuccessful step! iteration = 1053 , error before = 19378.375020 , error next = 19382.735752 , error change = -4.360732 , lambda = 2.000000 , time consumption = 0.502406s

successful step! iteration = 1054 , error before = 19378.375020 , error next = 19374.955816 , error change = 3.419204 , lambda = 0.200000 , time consumption = 0.482176s

unsuccessful step! iteration = 1055 , error before = 19374.955816 , error next = 19379.265336 , error change = -4.309520 , lambda = 2.000000 , time consumption = 0.479904s

successful step! iteration = 1056 , error before = 19374.955816 , error next = 19371.576775 , error change = 3.379041 , lambda = 0.200000 , time consumption = 0.477319s

unsuccessful step! iteration = 1057 , error before = 19371.576775 , error next = 19375.835677 , error change = -4.258902 , lambda = 2.000000 , time consumption = 0.482508s

successful step! iteration = 1058 , error before = 19371.576775 , error next = 19368.237429 , error change = 3.339346 , lambda = 0.200000 , time consumption = 0.476753s

unsuccessful step! iteration = 1059 , error before = 19368.237429 , error next = 19372.446302 , error change = -4.208873 , lambda = 2.000000 , time consumption = 0.481681s

successful step! iteration = 1060 , error before = 19368.237429 , error next = 19364.937318 , error change = 3.300112 , lambda = 0.200000 , time consumption = 0.477349s

unsuccessful step! iteration = 1061 , error before = 19364.937318 , error next = 19369.096742 , error change = -4.159425 , lambda = 2.000000 , time consumption = 0.481249s

successful step! iteration = 1062 , error before = 19364.937318 , error next = 19361.675984 , error change = 3.261333 , lambda = 0.200000 , time consumption = 0.472184s

unsuccessful step! iteration = 1063 , error before = 19361.675984 , error next = 19365.786536 , error change = -4.110551 , lambda = 2.000000 , time consumption = 0.477759s

successful step! iteration = 1064 , error before = 19361.675984 , error next = 19358.452978 , error change = 3.223006 , lambda = 0.200000 , time consumption = 0.478531s

unsuccessful step! iteration = 1065 , error before = 19358.452978 , error next = 19362.515224 , error change = -4.062246 , lambda = 2.000000 , time consumption = 0.482270s

successful step! iteration = 1066 , error before = 19358.452978 , error next = 19355.267853 , error change = 3.185125 , lambda = 0.200000 , time consumption = 0.486967s

