number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10
unsuccessful step! iteration = 197 , error before = 56331.014362 , error next = 56817.120942 , error change = -486.106580 , lambda = 2.000000 , time consumption = 0.480185s

successful step! iteration = 198 , error before = 56331.014362 , error next = 55948.751426 , error change = 382.262937 , lambda = 0.200000 , time consumption = 0.478396s

unsuccessful step! iteration = 199 , error before = 55948.751426 , error next = 56430.160898 , error change = -481.409472 , lambda = 2.000000 , time consumption = 0.483743s

successful step! iteration = 200 , error before = 55948.751426 , error next = 55570.178019 , error change = 378.573407 , lambda = 0.200000 , time consumption = 0.484738s

unsuccessful step! iteration = 201 , error before = 55570.178019 , error next = 56046.938443 , error change = -476.760424 , lambda = 2.000000 , time consumption = 0.483776s

successful step! iteration = 202 , error before = 55570.178019 , error next = 55195.257226 , error change = 374.920793 , lambda = 0.200000 , time consumption = 0.475921s

unsuccessful step! iteration = 203 , error before = 55195.257226 , error next = 55667.415537 , error change = -472.158311 , lambda = 2.000000 , time consumption = 0.478576s

successful step! iteration = 204 , error before = 55195.257226 , error next = 54823.952927 , error change = 371.304300 , lambda = 0.200000 , time consumption = 0.477410s

unsuccessful step! iteration = 205 , error before = 54823.952927 , error next = 55291.555013 , error change = -467.602087 , lambda = 2.000000 , time consumption = 0.489975s

successful step! iteration = 206 , error before = 54823.952927 , error next = 54456.229743 , error change = 367.723184 , lambda = 0.200000 , time consumption = 0.495890s

unsuccessful step! iteration = 207 , error before = 54456.229743 , error next = 54919.320518 , error change = -463.090776 , lambda = 2.000000 , time consumption = 0.473853s

successful step! iteration = 208 , error before = 54456.229743 , error next = 54092.052992 , error change = 364.176751 , lambda = 0.200000 , time consumption = 0.479149s

unsuccessful step! iteration = 209 , error before = 54092.052992 , error next = 54550.676458 , error change = -458.623466 , lambda = 2.000000 , time consumption = 0.481393s

successful step! iteration = 210 , error before = 54092.052992 , error next = 53731.388641 , error change = 360.664351 , lambda = 0.200000 , time consumption = 0.472768s

unsuccessful step! iteration = 211 , error before = 53731.388641 , error next = 54185.587947 , error change = -454.199306 , lambda = 2.000000 , time consumption = 0.469988s

successful step! iteration = 212 , error before = 53731.388641 , error next = 53374.203269 , error change = 357.185372 , lambda = 0.200000 , time consumption = 0.472283s

unsuccessful step! iteration = 213 , error before = 53374.203269 , error next = 53824.020765 , error change = -449.817496 , lambda = 2.000000 , time consumption = 0.498078s

successful step! iteration = 214 , error before = 53374.203269 , error next = 53020.464027 , error change = 353.739242 , lambda = 0.200000 , time consumption = 0.476911s

unsuccessful step! iteration = 215 , error before = 53020.464027 , error next = 53465.941313 , error change = -445.477287 , lambda = 2.000000 , time consumption = 0.491367s

successful step! iteration = 216 , error before = 53020.464027 , error next = 52670.138605 , error change = 350.325422 , lambda = 0.200000 , time consumption = 0.489051s

unsuccessful step! iteration = 217 , error before = 52670.138605 , error next = 53111.316579 , error change = -441.177974 , lambda = 2.000000 , time consumption = 0.481108s

successful step! iteration = 218 , error before = 52670.138605 , error next = 52323.195203 , error change = 346.943402 , lambda = 0.200000 , time consumption = 0.471795s

unsuccessful step! iteration = 219 , error before = 52323.195203 , error next = 52760.114098 , error change = -436.918895 , lambda = 2.000000 , time consumption = 0.469994s

successful step! iteration = 220 , error before = 52323.195203 , error next = 51979.602500 , error change = 343.592703 , lambda = 0.200000 , time consumption = 0.472522s

unsuccessful step! iteration = 221 , error before = 51979.602500 , error next = 52412.301925 , error change = -432.699425 , lambda = 2.000000 , time consumption = 0.474082s

successful step! iteration = 222 , error before = 51979.602500 , error next = 51639.329629 , error change = 340.272871 , lambda = 0.200000 , time consumption = 0.480198s

unsuccessful step! iteration = 223 , error before = 51639.329629 , error next = 52067.848601 , error change = -428.518971 , lambda = 2.000000 , time consumption = 0.495609s

successful step! iteration = 224 , error before = 51639.329629 , error next = 51302.346155 , error change = 336.983474 , lambda = 0.200000 , time consumption = 0.483887s

unsuccessful step! iteration = 225 , error before = 51302.346155 , error next = 51726.723132 , error change = -424.376977 , lambda = 2.000000 , time consumption = 0.475679s

successful step! iteration = 226 , error before = 51302.346155 , error next = 50968.622050 , error change = 333.724105 , lambda = 0.200000 , time consumption = 0.490484s

unsuccessful step! iteration = 227 , error before = 50968.622050 , error next = 51388.894960 , error change = -420.272910 , lambda = 2.000000 , time consumption = 0.480997s

successful step! iteration = 228 , error before = 50968.622050 , error next = 50638.127676 , error change = 330.494374 , lambda = 0.200000 , time consumption = 0.480570s

unsuccessful step! iteration = 229 , error before = 50638.127676 , error next = 51054.333944 , error change = -416.206268 , lambda = 2.000000 , time consumption = 0.485351s

successful step! iteration = 230 , error before = 50638.127676 , error next = 50310.833765 , error change = 327.293911 , lambda = 0.200000 , time consumption = 0.481127s

unsuccessful step! iteration = 231 , error before = 50310.833765 , error next = 50723.010335 , error change = -412.176570 , lambda = 2.000000 , time consumption = 0.482569s

successful step! iteration = 232 , error before = 50310.833765 , error next = 49986.711403 , error change = 324.122362 , lambda = 0.200000 , time consumption = 0.484940s

unsuccessful step! iteration = 233 , error before = 49986.711403 , error next = 50394.894764 , error change = -408.183361 , lambda = 2.000000 , time consumption = 0.485303s

successful step! iteration = 234 , error before = 49986.711403 , error next = 49665.732015 , error change = 320.979388 , lambda = 0.200000 , time consumption = 0.486822s

unsuccessful step! iteration = 235 , error before = 49665.732015 , error next = 50069.958217 , error change = -404.226203 , lambda = 2.000000 , time consumption = 0.478099s

successful step! iteration = 236 , error before = 49665.732015 , error next = 49347.867349 , error change = 317.864665 , lambda = 0.200000 , time consumption = 0.477524s

unsuccessful step! iteration = 237 , error before = 49347.867349 , error next = 49748.172027 , error change = -400.304677 , lambda = 2.000000 , time consumption = 0.475128s

successful step! iteration = 238 , error before = 49347.867349 , error next = 49033.089468 , error change = 314.777882 , lambda = 0.200000 , time consumption = 0.475280s

unsuccessful step! iteration = 239 , error before = 49033.089468 , error next = 49429.507852 , error change = -396.418384 , lambda = 2.000000 , time consumption = 0.476393s

successful step! iteration = 240 , error before = 49033.089468 , error next = 48721.370730 , error change = 311.718737 , lambda = 0.200000 , time consumption = 0.479225s

unsuccessful step! iteration = 241 , error before = 48721.370730 , error next = 49113.937669 , error change = -392.566938 , lambda = 2.000000 , time consumption = 0.483195s

successful step! iteration = 242 , error before = 48721.370730 , error next = 48412.683787 , error change = 308.686944 , lambda = 0.200000 , time consumption = 0.481643s

unsuccessful step! iteration = 243 , error before = 48412.683787 , error next = 48801.433755 , error change = -388.749968 , lambda = 2.000000 , time consumption = 0.480664s

successful step! iteration = 244 , error before = 48412.683787 , error next = 48107.001565 , error change = 305.682222 , lambda = 0.200000 , time consumption = 0.488993s

unsuccessful step! iteration = 245 , error before = 48107.001565 , error next = 48491.968681 , error change = -384.967117 , lambda = 2.000000 , time consumption = 0.480816s

successful step! iteration = 246 , error before = 48107.001565 , error next = 47804.297263 , error change = 302.704302 , lambda = 0.200000 , time consumption = 0.501793s

unsuccessful step! iteration = 247 , error before = 47804.297263 , error next = 48185.515301 , error change = -381.218039 , lambda = 2.000000 , time consumption = 0.470122s

successful step! iteration = 248 , error before = 47804.297263 , error next = 47504.544339 , error change = 299.752923 , lambda = 0.200000 , time consumption = 0.467762s

unsuccessful step! iteration = 249 , error before = 47504.544339 , error next = 47882.046739 , error change = -377.502400 , lambda = 2.000000 , time consumption = 0.469846s

successful step! iteration = 250 , error before = 47504.544339 , error next = 47207.716507 , error change = 296.827832 , lambda = 0.200000 , time consumption = 0.466601s

unsuccessful step! iteration = 251 , error before = 47207.716507 , error next = 47581.536384 , error change = -373.819877 , lambda = 2.000000 , time consumption = 0.467520s

successful step! iteration = 252 , error before = 47207.716507 , error next = 46913.787726 , error change = 293.928782 , lambda = 0.200000 , time consumption = 0.472743s

unsuccessful step! iteration = 253 , error before = 46913.787726 , error next = 47283.957881 , error change = -370.170155 , lambda = 2.000000 , time consumption = 0.466685s

successful step! iteration = 254 , error before = 46913.787726 , error next = 46622.732193 , error change = 291.055533 , lambda = 0.200000 , time consumption = 0.468337s

unsuccessful step! iteration = 255 , error before = 46622.732193 , error next = 46989.285122 , error change = -366.552929 , lambda = 2.000000 , time consumption = 0.465967s

successful step! iteration = 256 , error before = 46622.732193 , error next = 46334.524341 , error change = 288.207852 , lambda = 0.200000 , time consumption = 0.465932s

unsuccessful step! iteration = 257 , error before = 46334.524341 , error next = 46697.492243 , error change = -362.967902 , lambda = 2.000000 , time consumption = 0.466781s

successful step! iteration = 258 , error before = 46334.524341 , error next = 46049.138830 , error change = 285.385511 , lambda = 0.200000 , time consumption = 0.467044s

unsuccessful step! iteration = 259 , error before = 46049.138830 , error next = 46408.553613 , error change = -359.414783 , lambda = 2.000000 , time consumption = 0.468495s
