number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1

unsuccessful step! iteration = 2121 , error before = 19089.817198 , error next = 19089.824406 , error change = -0.007208 , lambda = 2.000000 , time consumption = 0.459123s

successful step! iteration = 2122 , error before = 19089.817198 , error next = 19089.811549 , error change = 0.005650 , lambda = 0.200000 , time consumption = 0.457932s

unsuccessful step! iteration = 2123 , error before = 19089.811549 , error next = 19089.818670 , error change = -0.007122 , lambda = 2.000000 , time consumption = 0.459419s

successful step! iteration = 2124 , error before = 19089.811549 , error next = 19089.805967 , error change = 0.005582 , lambda = 0.200000 , time consumption = 0.458798s

unsuccessful step! iteration = 2125 , error before = 19089.805967 , error next = 19089.813003 , error change = -0.007036 , lambda = 2.000000 , time consumption = 0.458999s

successful step! iteration = 2126 , error before = 19089.805967 , error next = 19089.800452 , error change = 0.005515 , lambda = 0.200000 , time consumption = 0.458953s

unsuccessful step! iteration = 2127 , error before = 19089.800452 , error next = 19089.807403 , error change = -0.006952 , lambda = 2.000000 , time consumption = 0.460231s

successful step! iteration = 2128 , error before = 19089.800452 , error next = 19089.795003 , error change = 0.005449 , lambda = 0.200000 , time consumption = 0.458201s

unsuccessful step! iteration = 2129 , error before = 19089.795003 , error next = 19089.801871 , error change = -0.006868 , lambda = 2.000000 , time consumption = 0.453783s

successful step! iteration = 2130 , error before = 19089.795003 , error next = 19089.789619 , error change = 0.005384 , lambda = 0.200000 , time consumption = 0.457003s

unsuccessful step! iteration = 2131 , error before = 19089.789619 , error next = 19089.796405 , error change = -0.006786 , lambda = 2.000000 , time consumption = 0.456238s

successful step! iteration = 2132 , error before = 19089.789619 , error next = 19089.784300 , error change = 0.005319 , lambda = 0.200000 , time consumption = 0.458849s

unsuccessful step! iteration = 2133 , error before = 19089.784300 , error next = 19089.791005 , error change = -0.006705 , lambda = 2.000000 , time consumption = 0.453306s

successful step! iteration = 2134 , error before = 19089.784300 , error next = 19089.779045 , error change = 0.005255 , lambda = 0.200000 , time consumption = 0.451217s

unsuccessful step! iteration = 2135 , error before = 19089.779045 , error next = 19089.785669 , error change = -0.006624 , lambda = 2.000000 , time consumption = 0.448498s

successful step! iteration = 2136 , error before = 19089.779045 , error next = 19089.773853 , error change = 0.005192 , lambda = 0.200000 , time consumption = 0.451469s

unsuccessful step! iteration = 2137 , error before = 19089.773853 , error next = 19089.780397 , error change = -0.006545 , lambda = 2.000000 , time consumption = 0.453958s

successful step! iteration = 2138 , error before = 19089.773853 , error next = 19089.768723 , error change = 0.005130 , lambda = 0.200000 , time consumption = 0.470651s

unsuccessful step! iteration = 2139 , error before = 19089.768723 , error next = 19089.775189 , error change = -0.006466 , lambda = 2.000000 , time consumption = 0.464694s

successful step! iteration = 2140 , error before = 19089.768723 , error next = 19089.763654 , error change = 0.005068 , lambda = 0.200000 , time consumption = 0.457048s

unsuccessful step! iteration = 2141 , error before = 19089.763654 , error next = 19089.770043 , error change = -0.006389 , lambda = 2.000000 , time consumption = 0.454419s

successful step! iteration = 2142 , error before = 19089.763654 , error next = 19089.758646 , error change = 0.005008 , lambda = 0.200000 , time consumption = 0.454607s

unsuccessful step! iteration = 2143 , error before = 19089.758646 , error next = 19089.764959 , error change = -0.006312 , lambda = 2.000000 , time consumption = 0.456172s

successful step! iteration = 2144 , error before = 19089.758646 , error next = 19089.753699 , error change = 0.004948 , lambda = 0.200000 , time consumption = 0.458942s

unsuccessful step! iteration = 2145 , error before = 19089.753699 , error next = 19089.759935 , error change = -0.006237 , lambda = 2.000000 , time consumption = 0.461703s

successful step! iteration = 2146 , error before = 19089.753699 , error next = 19089.748810 , error change = 0.004888 , lambda = 0.200000 , time consumption = 0.463855s

unsuccessful step! iteration = 2147 , error before = 19089.748810 , error next = 19089.754972 , error change = -0.006162 , lambda = 2.000000 , time consumption = 0.465994s

successful step! iteration = 2148 , error before = 19089.748810 , error next = 19089.743981 , error change = 0.004830 , lambda = 0.200000 , time consumption = 0.457734s

unsuccessful step! iteration = 2149 , error before = 19089.743981 , error next = 19089.750069 , error change = -0.006088 , lambda = 2.000000 , time consumption = 0.468591s

successful step! iteration = 2150 , error before = 19089.743981 , error next = 19089.739209 , error change = 0.004772 , lambda = 0.200000 , time consumption = 0.464812s

unsuccessful step! iteration = 2151 , error before = 19089.739209 , error next = 19089.745224 , error change = -0.006015 , lambda = 2.000000 , time consumption = 0.466803s

successful step! iteration = 2152 , error before = 19089.739209 , error next = 19089.734494 , error change = 0.004715 , lambda = 0.200000 , time consumption = 0.471640s

unsuccessful step! iteration = 2153 , error before = 19089.734494 , error next = 19089.740437 , error change = -0.005943 , lambda = 2.000000 , time consumption = 0.469314s

successful step! iteration = 2154 , error before = 19089.734494 , error next = 19089.729836 , error change = 0.004658 , lambda = 0.200000 , time consumption = 0.539201s

unsuccessful step! iteration = 2155 , error before = 19089.729836 , error next = 19089.735708 , error change = -0.005871 , lambda = 2.000000 , time consumption = 0.472892s

successful step! iteration = 2156 , error before = 19089.729836 , error next = 19089.725234 , error change = 0.004602 , lambda = 0.200000 , time consumption = 0.471334s

unsuccessful step! iteration = 2157 , error before = 19089.725234 , error next = 19089.731035 , error change = -0.005801 , lambda = 2.000000 , time consumption = 0.463352s

successful step! iteration = 2158 , error before = 19089.725234 , error next = 19089.720687 , error change = 0.004547 , lambda = 0.200000 , time consumption = 0.468778s

unsuccessful step! iteration = 2159 , error before = 19089.720687 , error next = 19089.726419 , error change = -0.005732 , lambda = 2.000000 , time consumption = 0.474128s

successful step! iteration = 2160 , error before = 19089.720687 , error next = 19089.716195 , error change = 0.004492 , lambda = 0.200000 , time consumption = 0.474369s

unsuccessful step! iteration = 2161 , error before = 19089.716195 , error next = 19089.721857 , error change = -0.005663 , lambda = 2.000000 , time consumption = 0.465879s

successful step! iteration = 2162 , error before = 19089.716195 , error next = 19089.711756 , error change = 0.004439 , lambda = 0.200000 , time consumption = 0.465273s

unsuccessful step! iteration = 2163 , error before = 19089.711756 , error next = 19089.717351 , error change = -0.005595 , lambda = 2.000000 , time consumption = 0.474692s

successful step! iteration = 2164 , error before = 19089.711756 , error next = 19089.707371 , error change = 0.004385 , lambda = 0.200000 , time consumption = 0.472332s

unsuccessful step! iteration = 2165 , error before = 19089.707371 , error next = 19089.712898 , error change = -0.005528 , lambda = 2.000000 , time consumption = 0.451569s

successful step! iteration = 2166 , error before = 19089.707371 , error next = 19089.703038 , error change = 0.004333 , lambda = 0.200000 , time consumption = 0.461259s

unsuccessful step! iteration = 2167 , error before = 19089.703038 , error next = 19089.708499 , error change = -0.005461 , lambda = 2.000000 , time consumption = 0.477876s

successful step! iteration = 2168 , error before = 19089.703038 , error next = 19089.698757 , error change = 0.004281 , lambda = 0.200000 , time consumption = 0.456750s

unsuccessful step! iteration = 2169 , error before = 19089.698757 , error next = 19089.704153 , error change = -0.005396 , lambda = 2.000000 , time consumption = 0.456605s

successful step! iteration = 2170 , error before = 19089.698757 , error next = 19089.694527 , error change = 0.004230 , lambda = 0.200000 , time consumption = 0.456427s

unsuccessful step! iteration = 2171 , error before = 19089.694527 , error next = 19089.699859 , error change = -0.005331 , lambda = 2.000000 , time consumption = 0.456556s

successful step! iteration = 2172 , error before = 19089.694527 , error next = 19089.690349 , error change = 0.004179 , lambda = 0.200000 , time consumption = 0.461592s

unsuccessful step! iteration = 2173 , error before = 19089.690349 , error next = 19089.695616 , error change = -0.005267 , lambda = 2.000000 , time consumption = 0.460073s

successful step! iteration = 2174 , error before = 19089.690349 , error next = 19089.686220 , error change = 0.004129 , lambda = 0.200000 , time consumption = 0.467712s

unsuccessful step! iteration = 2175 , error before = 19089.686220 , error next = 19089.691424 , error change = -0.005204 , lambda = 2.000000 , time consumption = 0.460746s

successful step! iteration = 2176 , error before = 19089.686220 , error next = 19089.682141 , error change = 0.004079 , lambda = 0.200000 , time consumption = 0.459066s

unsuccessful step! iteration = 2177 , error before = 19089.682141 , error next = 19089.687283 , error change = -0.005142 , lambda = 2.000000 , time consumption = 0.460937s

successful step! iteration = 2178 , error before = 19089.682141 , error next = 19089.678111 , error change = 0.004030 , lambda = 0.200000 , time consumption = 0.462141s

unsuccessful step! iteration = 2179 , error before = 19089.678111 , error next = 19089.683191 , error change = -0.005080 , lambda = 2.000000 , time consumption = 0.462923s

successful step! iteration = 2180 , error before = 19089.678111 , error next = 19089.674129 , error change = 0.003982 , lambda = 0.200000 , time consumption = 0.462228s

unsuccessful step! iteration = 2181 , error before = 19089.674129 , error next = 19089.679148 , error change = -0.005019 , lambda = 2.000000 , time consumption = 0.460045s

successful step! iteration = 2182 , error before = 19089.674129 , error next = 19089.670194 , error change = 0.003934 , lambda = 0.200000 , time consumption = 0.458268s

unsuccessful step! iteration = 2183 , error before = 19089.670194 , error next = 19089.675153 , error change = -0.004959 , lambda = 2.000000 , time consumption = 0.461595s

successful step! iteration = 2184 , error before = 19089.670194 , error next = 19089.666307 , error change = 0.003887 , lambda = 0.200000 , time consumption = 0.457663s

unsuccessful step! iteration = 2185 , error before = 19089.666307 , error next = 19089.671207 , error change = -0.004900 , lambda = 2.000000 , time consumption = 0.458038s

successful step! iteration = 2186 , error before = 19089.666307 , error next = 19089.662467 , error change = 0.003840 , lambda = 0.200000 , time consumption = 0.461438s

unsuccessful step! iteration = 2187 , error before = 19089.662467 , error next = 19089.667308 , error change = -0.004841 , lambda = 2.000000 , time consumption = 0.478555s

successful step! iteration = 2188 , error before = 19089.662467 , error next = 19089.658673 , error change = 0.003794 , lambda = 0.200000 , time consumption = 0.467810s

unsuccessful step! iteration = 2189 , error before = 19089.658673 , error next = 19089.663456 , error change = -0.004783 , lambda = 2.000000 , time consumption = 0.462735s

successful step! iteration = 2190 , error before = 19089.658673 , error next = 19089.654924 , error change = 0.003749 , lambda = 0.200000 , time consumption = 0.473030s

unsuccessful step! iteration = 2191 , error before = 19089.654924 , error next = 19089.659649 , error change = -0.004725 , lambda = 2.000000 , time consumption = 0.464557s

successful step! iteration = 2192 , error before = 19089.654924 , error next = 19089.651220 , error change = 0.003704 , lambda = 0.200000 , time consumption = 0.516640s

unsuccessful step! iteration = 2193 , error before = 19089.651220 , error next = 19089.655889 , error change = -0.004669 , lambda = 2.000000 , time consumption = 0.492160s

successful step! iteration = 2194 , error before = 19089.651220 , error next = 19089.647561 , error change = 0.003659 , lambda = 0.200000 , time consumption = 0.490027s

unsuccessful step! iteration = 2195 , error before = 19089.647561 , error next = 19089.652173 , error change = -0.004613 , lambda = 2.000000 , time consumption = 0.471690s

successful step! iteration = 2196 , error before = 19089.647561 , error next = 19089.643945 , error change = 0.003616 , lambda = 0.200000 , time consumption = 0.484205s

unsuccessful step! iteration = 2197 , error before = 19089.643945 , error next = 19089.648503 , error change = -0.004557 , lambda = 2.000000 , time consumption = 0.495008s

successful step! iteration = 2198 , error before = 19089.643945 , error next = 19089.640373 , error change = 0.003572 , lambda = 0.200000 , time consumption = 0.467983s

unsuccessful step! iteration = 2199 , error before = 19089.640373 , error next = 19089.644876 , error change = -0.004503 , lambda = 2.000000 , time consumption = 0.460003s

successful step! iteration = 2200 , error before = 19089.640373 , error next = 19089.636844 , error change = 0.003529 , lambda = 0.200000 , time consumption = 0.470315s

unsuccessful step! iteration = 2201 , error before = 19089.636844 , error next = 19089.641292 , error change = -0.004449 , lambda = 2.000000 , time consumption = 0.461642s

successful step! iteration = 2202 , error before = 19089.636844 , error next = 19089.633357 , error change = 0.003487 , lambda = 0.200000 , time consumption = 0.464560s

unsuccessful step! iteration = 2203 , error before = 19089.633357 , error next = 19089.637752 , error change = -0.004395 , lambda = 2.000000 , time consumption = 0.461113s

successful step! iteration = 2204 , error before = 19089.633357 , error next = 19089.629911 , error change = 0.003445 , lambda = 0.200000 , time consumption = 0.470085s

unsuccessful step! iteration = 2205 , error before = 19089.629911 , error next = 19089.634254 , error change = -0.004343 , lambda = 2.000000 , time consumption = 0.466709s

successful step! iteration = 2206 , error before = 19089.629911 , error next = 19089.626507 , error change = 0.003404 , lambda = 0.200000 , time consumption = 0.465678s

unsuccessful step! iteration = 2207 , error before = 19089.626507 , error next = 19089.630798 , error change = -0.004291 , lambda = 2.000000 , time consumption = 0.470688s

successful step! iteration = 2208 , error before = 19089.626507 , error next = 19089.623144 , error change = 0.003363 , lambda = 0.200000 , time consumption = 0.466839s

unsuccessful step! iteration = 2209 , error before = 19089.623144 , error next = 19089.627384 , error change = -0.004239 , lambda = 2.000000 , time consumption = 0.460809s

successful step! iteration = 2210 , error before = 19089.623144 , error next = 19089.619822 , error change = 0.003323 , lambda = 0.200000 , time consumption = 0.461677s

unsuccessful step! iteration = 2211 , error before = 19089.619822 , error next = 19089.624010 , error change = -0.004188 , lambda = 2.000000 , time consumption = 0.459529s

successful step! iteration = 2212 , error before = 19089.619822 , error next = 19089.616539 , error change = 0.003283 , lambda = 0.200000 , time consumption = 0.461734s

unsuccessful step! iteration = 2213 , error before = 19089.616539 , error next = 19089.620677 , error change = -0.004138 , lambda = 2.000000 , time consumption = 0.459768s

successful step! iteration = 2214 , error before = 19089.616539 , error next = 19089.613295 , error change = 0.003244 , lambda = 0.200000 , time consumption = 0.459962s

unsuccessful step! iteration = 2215 , error before = 19089.613295 , error next = 19089.617384 , error change = -0.004088 , lambda = 2.000000 , time consumption = 0.472686s

successful step! iteration = 2216 , error before = 19089.613295 , error next = 19089.610091 , error change = 0.003205 , lambda = 0.200000 , time consumption = 0.460357s

unsuccessful step! iteration = 2217 , error before = 19089.610091 , error next = 19089.614130 , error change = -0.004039 , lambda = 2.000000 , time consumption = 0.462535s

successful step! iteration = 2218 , error before = 19089.610091 , error next = 19089.606924 , error change = 0.003166 , lambda = 0.200000 , time consumption = 0.464772s

unsuccessful step! iteration = 2219 , error before = 19089.606924 , error next = 19089.610915 , error change = -0.003991 , lambda = 2.000000 , time consumption = 0.463396s

successful step! iteration = 2220 , error before = 19089.606924 , error next = 19089.603796 , error change = 0.003128 , lambda = 0.200000 , time consumption = 0.470507s

unsuccessful step! iteration = 2221 , error before = 19089.603796 , error next = 19089.607739 , error change = -0.003943 , lambda = 2.000000 , time consumption = 0.502654s

successful step! iteration = 2222 , error before = 19089.603796 , error next = 19089.600706 , error change = 0.003091 , lambda = 0.200000 , time consumption = 0.473989s

unsuccessful step! iteration = 2223 , error before = 19089.600706 , error next = 19089.604601 , error change = -0.003896 , lambda = 2.000000 , time consumption = 0.461078s

successful step! iteration = 2224 , error before = 19089.600706 , error next = 19089.597652 , error change = 0.003054 , lambda = 0.200000 , time consumption = 0.456560s

unsuccessful step! iteration = 2225 , error before = 19089.597652 , error next = 19089.601501 , error change = -0.003849 , lambda = 2.000000 , time consumption = 0.475741s

successful step! iteration = 2226 , error before = 19089.597652 , error next = 19089.594635 , error change = 0.003017 , lambda = 0.200000 , time consumption = 0.459433s

unsuccessful step! iteration = 2227 , error before = 19089.594635 , error next = 19089.598438 , error change = -0.003803 , lambda = 2.000000 , time consumption = 0.465722s

successful step! iteration = 2228 , error before = 19089.594635 , error next = 19089.591654 , error change = 0.002981 , lambda = 0.200000 , time consumption = 0.468517s

unsuccessful step! iteration = 2229 , error before = 19089.591654 , error next = 19089.595411 , error change = -0.003757 , lambda = 2.000000 , time consumption = 0.472248s

successful step! iteration = 2230 , error before = 19089.591654 , error next = 19089.588709 , error change = 0.002945 , lambda = 0.200000 , time consumption = 0.458309s

unsuccessful step! iteration = 2231 , error before = 19089.588709 , error next = 19089.592421 , error change = -0.003712 , lambda = 2.000000 , time consumption = 0.459228s

successful step! iteration = 2232 , error before = 19089.588709 , error next = 19089.585799 , error change = 0.002910 , lambda = 0.200000 , time consumption = 0.470902s

unsuccessful step! iteration = 2233 , error before = 19089.585799 , error next = 19089.589467 , error change = -0.003668 , lambda = 2.000000 , time consumption = 0.459607s

successful step! iteration = 2234 , error before = 19089.585799 , error next = 19089.582924 , error change = 0.002875 , lambda = 0.200000 , time consumption = 0.457346s

unsuccessful step! iteration = 2235 , error before = 19089.582924 , error next = 19089.586548 , error change = -0.003624 , lambda = 2.000000 , time consumption = 0.450622s

successful step! iteration = 2236 , error before = 19089.582924 , error next = 19089.580084 , error change = 0.002840 , lambda = 0.200000 , time consumption = 0.458517s

unsuccessful step! iteration = 2237 , error before = 19089.580084 , error next = 19089.583664 , error change = -0.003580 , lambda = 2.000000 , time consumption = 0.452203s

successful step! iteration = 2238 , error before = 19089.580084 , error next = 19089.577278 , error change = 0.002806 , lambda = 0.200000 , time consumption = 0.453652s

unsuccessful step! iteration = 2239 , error before = 19089.577278 , error next = 19089.580815 , error change = -0.003537 , lambda = 2.000000 , time consumption = 0.453066s

successful step! iteration = 2240 , error before = 19089.577278 , error next = 19089.574505 , error change = 0.002773 , lambda = 0.200000 , time consumption = 0.452523s

unsuccessful step! iteration = 2241 , error before = 19089.574505 , error next = 19089.578000 , error change = -0.003495 , lambda = 2.000000 , time consumption = 0.453459s

successful step! iteration = 2242 , error before = 19089.574505 , error next = 19089.571766 , error change = 0.002739 , lambda = 0.200000 , time consumption = 0.466167s

unsuccessful step! iteration = 2243 , error before = 19089.571766 , error next = 19089.575219 , error change = -0.003453 , lambda = 2.000000 , time consumption = 0.455313s

successful step! iteration = 2244 , error before = 19089.571766 , error next = 19089.569059 , error change = 0.002707 , lambda = 0.200000 , time consumption = 0.461807s

unsuccessful step! iteration = 2245 , error before = 19089.569059 , error next = 19089.572471 , error change = -0.003412 , lambda = 2.000000 , time consumption = 0.481531s

successful step! iteration = 2246 , error before = 19089.569059 , error next = 19089.566385 , error change = 0.002674 , lambda = 0.200000 , time consumption = 0.470952s

unsuccessful step! iteration = 2247 , error before = 19089.566385 , error next = 19089.569756 , error change = -0.003371 , lambda = 2.000000 , time consumption = 0.466815s

successful step! iteration = 2248 , error before = 19089.566385 , error next = 19089.563743 , error change = 0.002642 , lambda = 0.200000 , time consumption = 0.461481s

unsuccessful step! iteration = 2249 , error before = 19089.563743 , error next = 19089.567073 , error change = -0.003330 , lambda = 2.000000 , time consumption = 0.467905s

successful step! iteration = 2250 , error before = 19089.563743 , error next = 19089.561133 , error change = 0.002610 , lambda = 0.200000 , time consumption = 0.465328s

unsuccessful step! iteration = 2251 , error before = 19089.561133 , error next = 19089.564423 , error change = -0.003290 , lambda = 2.000000 , time consumption = 0.471804s

successful step! iteration = 2252 , error before = 19089.561133 , error next = 19089.558554 , error change = 0.002579 , lambda = 0.200000 , time consumption = 0.456641s

unsuccessful step! iteration = 2253 , error before = 19089.558554 , error next = 19089.561805 , error change = -0.003251 , lambda = 2.000000 , time consumption = 0.474632s

successful step! iteration = 2254 , error before = 19089.558554 , error next = 19089.556006 , error change = 0.002548 , lambda = 0.200000 , time consumption = 0.484454s

unsuccessful step! iteration = 2255 , error before = 19089.556006 , error next = 19089.559218 , error change = -0.003212 , lambda = 2.000000 , time consumption = 0.502390s

successful step! iteration = 2256 , error before = 19089.556006 , error next = 19089.553488 , error change = 0.002518 , lambda = 0.200000 , time consumption = 0.468637s

unsuccessful step! iteration = 2257 , error before = 19089.553488 , error next = 19089.556661 , error change = -0.003173 , lambda = 2.000000 , time consumption = 0.467299s

successful step! iteration = 2258 , error before = 19089.553488 , error next = 19089.551001 , error change = 0.002487 , lambda = 0.200000 , time consumption = 0.462984s

unsuccessful step! iteration = 2259 , error before = 19089.551001 , error next = 19089.554136 , error change = -0.003135 , lambda = 2.000000 , time consumption = 0.459828s

successful step! iteration = 2260 , error before = 19089.551001 , error next = 19089.548543 , error change = 0.002457 , lambda = 0.200000 , time consumption = 0.461059s

unsuccessful step! iteration = 2261 , error before = 19089.548543 , error next = 19089.551641 , error change = -0.003098 , lambda = 2.000000 , time consumption = 0.461216s

successful step! iteration = 2262 , error before = 19089.548543 , error next = 19089.546115 , error change = 0.002428 , lambda = 0.200000 , time consumption = 0.459387s

unsuccessful step! iteration = 2263 , error before = 19089.546115 , error next = 19089.549176 , error change = -0.003061 , lambda = 2.000000 , time consumption = 0.463449s

successful step! iteration = 2264 , error before = 19089.546115 , error next = 19089.543716 , error change = 0.002399 , lambda = 0.200000 , time consumption = 0.462871s

unsuccessful step! iteration = 2265 , error before = 19089.543716 , error next = 19089.546740 , error change = -0.003024 , lambda = 2.000000 , time consumption = 0.463386s

successful step! iteration = 2266 , error before = 19089.543716 , error next = 19089.541346 , error change = 0.002370 , lambda = 0.200000 , time consumption = 0.465718s

unsuccessful step! iteration = 2267 , error before = 19089.541346 , error next = 19089.544334 , error change = -0.002988 , lambda = 2.000000 , time consumption = 0.461510s

successful step! iteration = 2268 , error before = 19089.541346 , error next = 19089.539005 , error change = 0.002342 , lambda = 0.200000 , time consumption = 0.467691s

unsuccessful step! iteration = 2269 , error before = 19089.539005 , error next = 19089.541956 , error change = -0.002952 , lambda = 2.000000 , time consumption = 0.459892s

successful step! iteration = 2270 , error before = 19089.539005 , error next = 19089.536691 , error change = 0.002314 , lambda = 0.200000 , time consumption = 0.460606s

unsuccessful step! iteration = 2271 , error before = 19089.536691 , error next = 19089.539607 , error change = -0.002916 , lambda = 2.000000 , time consumption = 0.461353s

successful step! iteration = 2272 , error before = 19089.536691 , error next = 19089.534405 , error change = 0.002286 , lambda = 0.200000 , time consumption = 0.464750s

unsuccessful step! iteration = 2273 , error before = 19089.534405 , error next = 19089.537286 , error change = -0.002881 , lambda = 2.000000 , time consumption = 0.465535s

successful step! iteration = 2274 , error before = 19089.534405 , error next = 19089.532147 , error change = 0.002258 , lambda = 0.200000 , time consumption = 0.460762s

unsuccessful step! iteration = 2275 , error before = 19089.532147 , error next = 19089.534993 , error change = -0.002847 , lambda = 2.000000 , time consumption = 0.464354s

successful step! iteration = 2276 , error before = 19089.532147 , error next = 19089.529915 , error change = 0.002231 , lambda = 0.200000 , time consumption = 0.466894s

unsuccessful step! iteration = 2277 , error before = 19089.529915 , error next = 19089.532728 , error change = -0.002813 , lambda = 2.000000 , time consumption = 0.465286s

successful step! iteration = 2278 , error before = 19089.529915 , error next = 19089.527711 , error change = 0.002205 , lambda = 0.200000 , time consumption = 0.463751s

unsuccessful step! iteration = 2279 , error before = 19089.527711 , error next = 19089.530490 , error change = -0.002779 , lambda = 2.000000 , time consumption = 0.463856s

successful step! iteration = 2280 , error before = 19089.527711 , error next = 19089.525533 , error change = 0.002178 , lambda = 0.200000 , time consumption = 0.472747s

unsuccessful step! iteration = 2281 , error before = 19089.525533 , error next = 19089.528278 , error change = -0.002746 , lambda = 2.000000 , time consumption = 0.476560s

successful step! iteration = 2282 , error before = 19089.525533 , error next = 19089.523381 , error change = 0.002152 , lambda = 0.200000 , time consumption = 0.467183s

unsuccessful step! iteration = 2283 , error before = 19089.523381 , error next = 19089.526093 , error change = -0.002713 , lambda = 2.000000 , time consumption = 0.479414s

successful step! iteration = 2284 , error before = 19089.523381 , error next = 19089.521254 , error change = 0.002126 , lambda = 0.200000 , time consumption = 0.519736s

unsuccessful step! iteration = 2285 , error before = 19089.521254 , error next = 19089.523934 , error change = -0.002680 , lambda = 2.000000 , time consumption = 0.482520s

successful step! iteration = 2286 , error before = 19089.521254 , error next = 19089.519154 , error change = 0.002101 , lambda = 0.200000 , time consumption = 0.467292s

unsuccessful step! iteration = 2287 , error before = 19089.519154 , error next = 19089.521802 , error change = -0.002648 , lambda = 2.000000 , time consumption = 0.467469s

successful step! iteration = 2288 , error before = 19089.519154 , error next = 19089.517078 , error change = 0.002076 , lambda = 0.200000 , time consumption = 0.464954s

unsuccessful step! iteration = 2289 , error before = 19089.517078 , error next = 19089.519694 , error change = -0.002616 , lambda = 2.000000 , time consumption = 0.469762s

successful step! iteration = 2290 , error before = 19089.517078 , error next = 19089.515027 , error change = 0.002051 , lambda = 0.200000 , time consumption = 0.463239s

unsuccessful step! iteration = 2291 , error before = 19089.515027 , error next = 19089.517612 , error change = -0.002585 , lambda = 2.000000 , time consumption = 0.466870s

successful step! iteration = 2292 , error before = 19089.515027 , error next = 19089.513001 , error change = 0.002026 , lambda = 0.200000 , time consumption = 0.462836s

unsuccessful step! iteration = 2293 , error before = 19089.513001 , error next = 19089.515555 , error change = -0.002554 , lambda = 2.000000 , time consumption = 0.467323s

successful step! iteration = 2294 , error before = 19089.513001 , error next = 19089.511000 , error change = 0.002002 , lambda = 0.200000 , time consumption = 0.468966s

unsuccessful step! iteration = 2295 , error before = 19089.511000 , error next = 19089.513523 , error change = -0.002523 , lambda = 2.000000 , time consumption = 0.455217s

successful step! iteration = 2296 , error before = 19089.511000 , error next = 19089.509022 , error change = 0.001978 , lambda = 0.200000 , time consumption = 0.455772s

unsuccessful step! iteration = 2297 , error before = 19089.509022 , error next = 19089.511515 , error change = -0.002493 , lambda = 2.000000 , time consumption = 0.453320s

successful step! iteration = 2298 , error before = 19089.509022 , error next = 19089.507068 , error change = 0.001954 , lambda = 0.200000 , time consumption = 0.450553s

unsuccessful step! iteration = 2299 , error before = 19089.507068 , error next = 19089.509531 , error change = -0.002463 , lambda = 2.000000 , time consumption = 0.457265s

successful step! iteration = 2300 , error before = 19089.507068 , error next = 19089.505137 , error change = 0.001931 , lambda = 0.200000 , time consumption = 0.455340s

unsuccessful step! iteration = 2301 , error before = 19089.505137 , error next = 19089.507571 , error change = -0.002433 , lambda = 2.000000 , time consumption = 0.456421s

successful step! iteration = 2302 , error before = 19089.505137 , error next = 19089.503230 , error change = 0.001907 , lambda = 0.200000 , time consumption = 0.454855s

unsuccessful step! iteration = 2303 , error before = 19089.503230 , error next = 19089.505634 , error change = -0.002404 , lambda = 2.000000 , time consumption = 0.452924s

successful step! iteration = 2304 , error before = 19089.503230 , error next = 19089.501346 , error change = 0.001885 , lambda = 0.200000 , time consumption = 0.452972s

unsuccessful step! iteration = 2305 , error before = 19089.501346 , error next = 19089.503721 , error change = -0.002375 , lambda = 2.000000 , time consumption = 0.453686s

successful step! iteration = 2306 , error before = 19089.501346 , error next = 19089.499484 , error change = 0.001862 , lambda = 0.200000 , time consumption = 0.454221s

unsuccessful step! iteration = 2307 , error before = 19089.499484 , error next = 19089.501831 , error change = -0.002347 , lambda = 2.000000 , time consumption = 0.450065s

successful step! iteration = 2308 , error before = 19089.499484 , error next = 19089.497644 , error change = 0.001840 , lambda = 0.200000 , time consumption = 0.451887s

unsuccessful step! iteration = 2309 , error before = 19089.497644 , error next = 19089.499963 , error change = -0.002319 , lambda = 2.000000 , time consumption = 0.453840s

successful step! iteration = 2310 , error before = 19089.497644 , error next = 19089.495827 , error change = 0.001818 , lambda = 0.200000 , time consumption = 0.449480s

unsuccessful step! iteration = 2311 , error before = 19089.495827 , error next = 19089.498118 , error change = -0.002291 , lambda = 2.000000 , time consumption = 0.452679s

successful step! iteration = 2312 , error before = 19089.495827 , error next = 19089.494031 , error change = 0.001796 , lambda = 0.200000 , time consumption = 0.450882s

unsuccessful step! iteration = 2313 , error before = 19089.494031 , error next = 19089.496294 , error change = -0.002264 , lambda = 2.000000 , time consumption = 0.451816s

successful step! iteration = 2314 , error before = 19089.494031 , error next = 19089.492257 , error change = 0.001774 , lambda = 0.200000 , time consumption = 0.457506s

unsuccessful step! iteration = 2315 , error before = 19089.492257 , error next = 19089.494493 , error change = -0.002236 , lambda = 2.000000 , time consumption = 0.466900s

successful step! iteration = 2316 , error before = 19089.492257 , error next = 19089.490504 , error change = 0.001753 , lambda = 0.200000 , time consumption = 0.457894s

