number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1

unsuccessful step! iteration = 607 , error before = 23032.896114 , error next = 23090.105255 , error change = -57.209141 , lambda = 2.000000 , time consumption = 0.487801s

successful step! iteration = 608 , error before = 23032.896114 , error next = 22987.997777 , error change = 44.898337 , lambda = 0.200000 , time consumption = 0.481186s

unsuccessful step! iteration = 609 , error before = 22987.997777 , error next = 23044.572832 , error change = -56.575055 , lambda = 2.000000 , time consumption = 0.479104s

successful step! iteration = 610 , error before = 22987.997777 , error next = 22943.597387 , error change = 44.400390 , lambda = 0.200000 , time consumption = 0.465316s

unsuccessful step! iteration = 611 , error before = 22943.597387 , error next = 22999.545102 , error change = -55.947715 , lambda = 2.000000 , time consumption = 0.464015s

successful step! iteration = 612 , error before = 22943.597387 , error next = 22899.689641 , error change = 43.907745 , lambda = 0.200000 , time consumption = 0.472227s

unsuccessful step! iteration = 613 , error before = 22899.689641 , error next = 22955.016695 , error change = -55.327054 , lambda = 2.000000 , time consumption = 0.480357s

successful step! iteration = 614 , error before = 22899.689641 , error next = 22856.269292 , error change = 43.420350 , lambda = 0.200000 , time consumption = 0.466943s

unsuccessful step! iteration = 615 , error before = 22856.269292 , error next = 22910.982296 , error change = -54.713004 , lambda = 2.000000 , time consumption = 0.463181s

successful step! iteration = 616 , error before = 22856.269292 , error next = 22813.331141 , error change = 42.938151 , lambda = 0.200000 , time consumption = 0.462009s

unsuccessful step! iteration = 617 , error before = 22813.331141 , error next = 22867.436640 , error change = -54.105500 , lambda = 2.000000 , time consumption = 0.463155s

successful step! iteration = 618 , error before = 22813.331141 , error next = 22770.870043 , error change = 42.461098 , lambda = 0.200000 , time consumption = 0.475715s

unsuccessful step! iteration = 619 , error before = 22770.870043 , error next = 22824.374519 , error change = -53.504476 , lambda = 2.000000 , time consumption = 0.488134s

successful step! iteration = 620 , error before = 22770.870043 , error next = 22728.880905 , error change = 41.989138 , lambda = 0.200000 , time consumption = 0.458166s

unsuccessful step! iteration = 621 , error before = 22728.880905 , error next = 22781.790773 , error change = -52.909868 , lambda = 2.000000 , time consumption = 0.459389s

successful step! iteration = 622 , error before = 22728.880905 , error next = 22687.358683 , error change = 41.522221 , lambda = 0.200000 , time consumption = 0.459412s

unsuccessful step! iteration = 623 , error before = 22687.358683 , error next = 22739.680295 , error change = -52.321612 , lambda = 2.000000 , time consumption = 0.461638s

successful step! iteration = 624 , error before = 22687.358683 , error next = 22646.298386 , error change = 41.060297 , lambda = 0.200000 , time consumption = 0.461034s

unsuccessful step! iteration = 625 , error before = 22646.298386 , error next = 22698.038030 , error change = -51.739643 , lambda = 2.000000 , time consumption = 0.464877s

successful step! iteration = 626 , error before = 22646.298386 , error next = 22605.695072 , error change = 40.603314 , lambda = 0.200000 , time consumption = 0.461662s

unsuccessful step! iteration = 627 , error before = 22605.695072 , error next = 22656.858972 , error change = -51.163899 , lambda = 2.000000 , time consumption = 0.459568s

successful step! iteration = 628 , error before = 22605.695072 , error next = 22565.543849 , error change = 40.151224 , lambda = 0.200000 , time consumption = 0.461586s

unsuccessful step! iteration = 629 , error before = 22565.543849 , error next = 22616.138166 , error change = -50.594318 , lambda = 2.000000 , time consumption = 0.459386s

successful step! iteration = 630 , error before = 22565.543849 , error next = 22525.839872 , error change = 39.703977 , lambda = 0.200000 , time consumption = 0.459456s

unsuccessful step! iteration = 631 , error before = 22525.839872 , error next = 22575.870708 , error change = -50.030837 , lambda = 2.000000 , time consumption = 0.459566s

successful step! iteration = 632 , error before = 22525.839872 , error next = 22486.578348 , error change = 39.261524 , lambda = 0.200000 , time consumption = 0.459487s

unsuccessful step! iteration = 633 , error before = 22486.578348 , error next = 22536.051742 , error change = -49.473394 , lambda = 2.000000 , time consumption = 0.459359s

successful step! iteration = 634 , error before = 22486.578348 , error next = 22447.754530 , error change = 38.823818 , lambda = 0.200000 , time consumption = 0.460460s

unsuccessful step! iteration = 635 , error before = 22447.754530 , error next = 22496.676460 , error change = -48.921930 , lambda = 2.000000 , time consumption = 0.459980s

successful step! iteration = 636 , error before = 22447.754530 , error next = 22409.363720 , error change = 38.390810 , lambda = 0.200000 , time consumption = 0.463527s

unsuccessful step! iteration = 637 , error before = 22409.363720 , error next = 22457.740104 , error change = -48.376384 , lambda = 2.000000 , time consumption = 0.460436s

successful step! iteration = 638 , error before = 22409.363720 , error next = 22371.401268 , error change = 37.962452 , lambda = 0.200000 , time consumption = 0.459530s

unsuccessful step! iteration = 639 , error before = 22371.401268 , error next = 22419.237963 , error change = -47.836696 , lambda = 2.000000 , time consumption = 0.459880s

successful step! iteration = 640 , error before = 22371.401268 , error next = 22333.862569 , error change = 37.538699 , lambda = 0.200000 , time consumption = 0.460516s

unsuccessful step! iteration = 641 , error before = 22333.862569 , error next = 22381.165375 , error change = -47.302806 , lambda = 2.000000 , time consumption = 0.491610s

successful step! iteration = 642 , error before = 22333.862569 , error next = 22296.743066 , error change = 37.119503 , lambda = 0.200000 , time consumption = 0.477962s

unsuccessful step! iteration = 643 , error before = 22296.743066 , error next = 22343.517723 , error change = -46.774657 , lambda = 2.000000 , time consumption = 0.472835s

successful step! iteration = 644 , error before = 22296.743066 , error next = 22260.038249 , error change = 36.704817 , lambda = 0.200000 , time consumption = 0.467246s

unsuccessful step! iteration = 645 , error before = 22260.038249 , error next = 22306.290439 , error change = -46.252190 , lambda = 2.000000 , time consumption = 0.473293s

successful step! iteration = 646 , error before = 22260.038249 , error next = 22223.743651 , error change = 36.294598 , lambda = 0.200000 , time consumption = 0.467443s

unsuccessful step! iteration = 647 , error before = 22223.743651 , error next = 22269.478999 , error change = -45.735348 , lambda = 2.000000 , time consumption = 0.473000s

successful step! iteration = 648 , error before = 22223.743651 , error next = 22187.854854 , error change = 35.888798 , lambda = 0.200000 , time consumption = 0.478189s

unsuccessful step! iteration = 649 , error before = 22187.854854 , error next = 22233.078927 , error change = -45.224073 , lambda = 2.000000 , time consumption = 0.465103s

successful step! iteration = 650 , error before = 22187.854854 , error next = 22152.367481 , error change = 35.487373 , lambda = 0.200000 , time consumption = 0.460168s

unsuccessful step! iteration = 651 , error before = 22152.367481 , error next = 22197.085790 , error change = -44.718309 , lambda = 2.000000 , time consumption = 0.459245s

successful step! iteration = 652 , error before = 22152.367481 , error next = 22117.277202 , error change = 35.090279 , lambda = 0.200000 , time consumption = 0.451847s

unsuccessful step! iteration = 653 , error before = 22117.277202 , error next = 22161.495202 , error change = -44.218000 , lambda = 2.000000 , time consumption = 0.451808s

successful step! iteration = 654 , error before = 22117.277202 , error next = 22082.579731 , error change = 34.697471 , lambda = 0.200000 , time consumption = 0.449697s

unsuccessful step! iteration = 655 , error before = 22082.579731 , error next = 22126.302821 , error change = -43.723090 , lambda = 2.000000 , time consumption = 0.454462s

successful step! iteration = 656 , error before = 22082.579731 , error next = 22048.270825 , error change = 34.308906 , lambda = 0.200000 , time consumption = 0.457273s

unsuccessful step! iteration = 657 , error before = 22048.270825 , error next = 22091.504350 , error change = -43.233525 , lambda = 2.000000 , time consumption = 0.473603s

successful step! iteration = 658 , error before = 22048.270825 , error next = 22014.346283 , error change = 33.924541 , lambda = 0.200000 , time consumption = 0.479665s

unsuccessful step! iteration = 659 , error before = 22014.346283 , error next = 22057.095533 , error change = -42.749250 , lambda = 2.000000 , time consumption = 0.471434s

successful step! iteration = 660 , error before = 22014.346283 , error next = 21980.801951 , error change = 33.544333 , lambda = 0.200000 , time consumption = 0.460289s

unsuccessful step! iteration = 661 , error before = 21980.801951 , error next = 22023.072161 , error change = -42.270210 , lambda = 2.000000 , time consumption = 0.459807s

successful step! iteration = 662 , error before = 21980.801951 , error next = 21947.633712 , error change = 33.168238 , lambda = 0.200000 , time consumption = 0.463609s

unsuccessful step! iteration = 663 , error before = 21947.633712 , error next = 21989.430066 , error change = -41.796354 , lambda = 2.000000 , time consumption = 0.479514s

successful step! iteration = 664 , error before = 21947.633712 , error next = 21914.837496 , error change = 32.796216 , lambda = 0.200000 , time consumption = 0.460154s

unsuccessful step! iteration = 665 , error before = 21914.837496 , error next = 21956.165122 , error change = -41.327626 , lambda = 2.000000 , time consumption = 0.456692s

successful step! iteration = 666 , error before = 21914.837496 , error next = 21882.409272 , error change = 32.428225 , lambda = 0.200000 , time consumption = 0.467074s

unsuccessful step! iteration = 667 , error before = 21882.409272 , error next = 21923.273247 , error change = -40.863976 , lambda = 2.000000 , time consumption = 0.468218s

successful step! iteration = 668 , error before = 21882.409272 , error next = 21850.345050 , error change = 32.064222 , lambda = 0.200000 , time consumption = 0.476778s

unsuccessful step! iteration = 669 , error before = 21850.345050 , error next = 21890.750400 , error change = -40.405350 , lambda = 2.000000 , time consumption = 0.461552s

successful step! iteration = 670 , error before = 21850.345050 , error next = 21818.640882 , error change = 31.704168 , lambda = 0.200000 , time consumption = 0.460401s

unsuccessful step! iteration = 671 , error before = 21818.640882 , error next = 21858.592580 , error change = -39.951698 , lambda = 2.000000 , time consumption = 0.460195s

successful step! iteration = 672 , error before = 21818.640882 , error next = 21787.292861 , error change = 31.348021 , lambda = 0.200000 , time consumption = 0.463689s

unsuccessful step! iteration = 673 , error before = 21787.292861 , error next = 21826.795829 , error change = -39.502968 , lambda = 2.000000 , time consumption = 0.459490s

successful step! iteration = 674 , error before = 21787.292861 , error next = 21756.297119 , error change = 30.995742 , lambda = 0.200000 , time consumption = 0.460317s

unsuccessful step! iteration = 675 , error before = 21756.297119 , error next = 21795.356230 , error change = -39.059110 , lambda = 2.000000 , time consumption = 0.458492s

successful step! iteration = 676 , error before = 21756.297119 , error next = 21725.649829 , error change = 30.647290 , lambda = 0.200000 , time consumption = 0.463328s

unsuccessful step! iteration = 677 , error before = 21725.649829 , error next = 21764.269903 , error change = -38.620074 , lambda = 2.000000 , time consumption = 0.457479s

successful step! iteration = 678 , error before = 21725.649829 , error next = 21695.347202 , error change = 30.302627 , lambda = 0.200000 , time consumption = 0.460954s

unsuccessful step! iteration = 679 , error before = 21695.347202 , error next = 21733.533012 , error change = -38.185810 , lambda = 2.000000 , time consumption = 0.485296s

successful step! iteration = 680 , error before = 21695.347202 , error next = 21665.385489 , error change = 29.961713 , lambda = 0.200000 , time consumption = 0.461101s

unsuccessful step! iteration = 681 , error before = 21665.385489 , error next = 21703.141757 , error change = -37.756269 , lambda = 2.000000 , time consumption = 0.459251s

successful step! iteration = 682 , error before = 21665.385489 , error next = 21635.760979 , error change = 29.624510 , lambda = 0.200000 , time consumption = 0.470203s

unsuccessful step! iteration = 683 , error before = 21635.760979 , error next = 21673.092380 , error change = -37.331402 , lambda = 2.000000 , time consumption = 0.461022s

successful step! iteration = 684 , error before = 21635.760979 , error next = 21606.470000 , error change = 29.290979 , lambda = 0.200000 , time consumption = 0.472439s

unsuccessful step! iteration = 685 , error before = 21606.470000 , error next = 21643.381160 , error change = -36.911161 , lambda = 2.000000 , time consumption = 0.457793s

successful step! iteration = 686 , error before = 21606.470000 , error next = 21577.508917 , error change = 28.961082 , lambda = 0.200000 , time consumption = 0.461298s

unsuccessful step! iteration = 687 , error before = 21577.508917 , error next = 21614.004415 , error change = -36.495498 , lambda = 2.000000 , time consumption = 0.458589s

successful step! iteration = 688 , error before = 21577.508917 , error next = 21548.874135 , error change = 28.634782 , lambda = 0.200000 , time consumption = 0.462097s

unsuccessful step! iteration = 689 , error before = 21548.874135 , error next = 21584.958501 , error change = -36.084366 , lambda = 2.000000 , time consumption = 0.458671s

successful step! iteration = 690 , error before = 21548.874135 , error next = 21520.562093 , error change = 28.312042 , lambda = 0.200000 , time consumption = 0.459818s

unsuccessful step! iteration = 691 , error before = 21520.562093 , error next = 21556.239811 , error change = -35.677718 , lambda = 2.000000 , time consumption = 0.452874s

successful step! iteration = 692 , error before = 21520.562093 , error next = 21492.569269 , error change = 27.992824 , lambda = 0.200000 , time consumption = 0.453083s

unsuccessful step! iteration = 693 , error before = 21492.569269 , error next = 21527.844776 , error change = -35.275507 , lambda = 2.000000 , time consumption = 0.453109s

successful step! iteration = 694 , error before = 21492.569269 , error next = 21464.892176 , error change = 27.677093 , lambda = 0.200000 , time consumption = 0.494777s

unsuccessful step! iteration = 695 , error before = 21464.892176 , error next = 21499.769864 , error change = -34.877688 , lambda = 2.000000 , time consumption = 0.477221s

successful step! iteration = 696 , error before = 21464.892176 , error next = 21437.527366 , error change = 27.364811 , lambda = 0.200000 , time consumption = 0.455184s

unsuccessful step! iteration = 697 , error before = 21437.527366 , error next = 21472.011580 , error change = -34.484215 , lambda = 2.000000 , time consumption = 0.453332s

successful step! iteration = 698 , error before = 21437.527366 , error next = 21410.471423 , error change = 27.055943 , lambda = 0.200000 , time consumption = 0.463711s

unsuccessful step! iteration = 699 , error before = 21410.471423 , error next = 21444.566465 , error change = -34.095042 , lambda = 2.000000 , time consumption = 0.459848s

successful step! iteration = 700 , error before = 21410.471423 , error next = 21383.720969 , error change = 26.750454 , lambda = 0.200000 , time consumption = 0.470344s

unsuccessful step! iteration = 701 , error before = 21383.720969 , error next = 21417.431095 , error change = -33.710126 , lambda = 2.000000 , time consumption = 0.466363s

successful step! iteration = 702 , error before = 21383.720969 , error next = 21357.272660 , error change = 26.448308 , lambda = 0.200000 , time consumption = 0.461293s

unsuccessful step! iteration = 703 , error before = 21357.272660 , error next = 21390.602082 , error change = -33.329422 , lambda = 2.000000 , time consumption = 0.477279s

successful step! iteration = 704 , error before = 21357.272660 , error next = 21331.123189 , error change = 26.149471 , lambda = 0.200000 , time consumption = 0.467341s

unsuccessful step! iteration = 705 , error before = 21331.123189 , error next = 21364.076075 , error change = -32.952886 , lambda = 2.000000 , time consumption = 0.466644s

successful step! iteration = 706 , error before = 21331.123189 , error next = 21305.269281 , error change = 25.853908 , lambda = 0.200000 , time consumption = 0.462383s

unsuccessful step! iteration = 707 , error before = 21305.269281 , error next = 21337.849755 , error change = -32.580474 , lambda = 2.000000 , time consumption = 0.461604s

successful step! iteration = 708 , error before = 21305.269281 , error next = 21279.707696 , error change = 25.561585 , lambda = 0.200000 , time consumption = 0.455643s

unsuccessful step! iteration = 709 , error before = 21279.707696 , error next = 21311.919839 , error change = -32.212143 , lambda = 2.000000 , time consumption = 0.457977s

successful step! iteration = 710 , error before = 21279.707696 , error next = 21254.435227 , error change = 25.272468 , lambda = 0.200000 , time consumption = 0.467837s

unsuccessful step! iteration = 711 , error before = 21254.435227 , error next = 21286.283079 , error change = -31.847852 , lambda = 2.000000 , time consumption = 0.457718s

successful step! iteration = 712 , error before = 21254.435227 , error next = 21229.448703 , error change = 24.986524 , lambda = 0.200000 , time consumption = 0.458891s

unsuccessful step! iteration = 713 , error before = 21229.448703 , error next = 21260.936261 , error change = -31.487557 , lambda = 2.000000 , time consumption = 0.465917s

successful step! iteration = 714 , error before = 21229.448703 , error next = 21204.744984 , error change = 24.703719 , lambda = 0.200000 , time consumption = 0.466052s

unsuccessful step! iteration = 715 , error before = 21204.744984 , error next = 21235.876202 , error change = -31.131218 , lambda = 2.000000 , time consumption = 0.460087s

successful step! iteration = 716 , error before = 21204.744984 , error next = 21180.320963 , error change = 24.424021 , lambda = 0.200000 , time consumption = 0.464290s

unsuccessful step! iteration = 717 , error before = 21180.320963 , error next = 21211.099755 , error change = -30.778792 , lambda = 2.000000 , time consumption = 0.474825s

successful step! iteration = 718 , error before = 21180.320963 , error next = 21156.173567 , error change = 24.147397 , lambda = 0.200000 , time consumption = 0.454382s

unsuccessful step! iteration = 719 , error before = 21156.173567 , error next = 21186.603805 , error change = -30.430238 , lambda = 2.000000 , time consumption = 0.452622s

successful step! iteration = 720 , error before = 21156.173567 , error next = 21132.299753 , error change = 23.873814 , lambda = 0.200000 , time consumption = 0.455697s

unsuccessful step! iteration = 721 , error before = 21132.299753 , error next = 21162.385269 , error change = -30.085516 , lambda = 2.000000 , time consumption = 0.520666s

successful step! iteration = 722 , error before = 21132.299753 , error next = 21108.696511 , error change = 23.603242 , lambda = 0.200000 , time consumption = 0.461160s

unsuccessful step! iteration = 723 , error before = 21108.696511 , error next = 21138.441098 , error change = -29.744587 , lambda = 2.000000 , time consumption = 0.465674s

successful step! iteration = 724 , error before = 21108.696511 , error next = 21085.360864 , error change = 23.335647 , lambda = 0.200000 , time consumption = 0.459720s

unsuccessful step! iteration = 725 , error before = 21085.360864 , error next = 21114.768273 , error change = -29.407409 , lambda = 2.000000 , time consumption = 0.459734s

successful step! iteration = 726 , error before = 21085.360864 , error next = 21062.289864 , error change = 23.071000 , lambda = 0.200000 , time consumption = 0.461070s

unsuccessful step! iteration = 727 , error before = 21062.289864 , error next = 21091.363808 , error change = -29.073944 , lambda = 2.000000 , time consumption = 0.462963s

successful step! iteration = 728 , error before = 21062.289864 , error next = 21039.480596 , error change = 22.809268 , lambda = 0.200000 , time consumption = 0.466091s

unsuccessful step! iteration = 729 , error before = 21039.480596 , error next = 21068.224748 , error change = -28.744152 , lambda = 2.000000 , time consumption = 0.465229s

successful step! iteration = 730 , error before = 21039.480596 , error next = 21016.930173 , error change = 22.550422 , lambda = 0.200000 , time consumption = 0.463566s

unsuccessful step! iteration = 731 , error before = 21016.930173 , error next = 21045.348168 , error change = -28.417995 , lambda = 2.000000 , time consumption = 0.462602s

successful step! iteration = 732 , error before = 21016.930173 , error next = 20994.635742 , error change = 22.294431 , lambda = 0.200000 , time consumption = 0.465720s

unsuccessful step! iteration = 733 , error before = 20994.635742 , error next = 21022.731177 , error change = -28.095435 , lambda = 2.000000 , time consumption = 0.470328s

successful step! iteration = 734 , error before = 20994.635742 , error next = 20972.594477 , error change = 22.041265 , lambda = 0.200000 , time consumption = 0.461083s

unsuccessful step! iteration = 735 , error before = 20972.594477 , error next = 21000.370911 , error change = -27.776433 , lambda = 2.000000 , time consumption = 0.469875s

successful step! iteration = 736 , error before = 20972.594477 , error next = 20950.803584 , error change = 21.790893 , lambda = 0.200000 , time consumption = 0.464241s

unsuccessful step! iteration = 737 , error before = 20950.803584 , error next = 20978.264537 , error change = -27.460953 , lambda = 2.000000 , time consumption = 0.469683s

successful step! iteration = 738 , error before = 20950.803584 , error next = 20929.260297 , error change = 21.543287 , lambda = 0.200000 , time consumption = 0.462922s

unsuccessful step! iteration = 739 , error before = 20929.260297 , error next = 20956.409253 , error change = -27.148956 , lambda = 2.000000 , time consumption = 0.480653s

successful step! iteration = 740 , error before = 20929.260297 , error next = 20907.961879 , error change = 21.298418 , lambda = 0.200000 , time consumption = 0.483414s

unsuccessful step! iteration = 741 , error before = 20907.961879 , error next = 20934.802286 , error change = -26.840407 , lambda = 2.000000 , time consumption = 0.462224s

successful step! iteration = 742 , error before = 20907.961879 , error next = 20886.905624 , error change = 21.056255 , lambda = 0.200000 , time consumption = 0.464879s

unsuccessful step! iteration = 743 , error before = 20886.905624 , error next = 20913.440893 , error change = -26.535269 , lambda = 2.000000 , time consumption = 0.453299s

successful step! iteration = 744 , error before = 20886.905624 , error next = 20866.088853 , error change = 20.816771 , lambda = 0.200000 , time consumption = 0.455275s

unsuccessful step! iteration = 745 , error before = 20866.088853 , error next = 20892.322357 , error change = -26.233505 , lambda = 2.000000 , time consumption = 0.466425s

successful step! iteration = 746 , error before = 20866.088853 , error next = 20845.508915 , error change = 20.579938 , lambda = 0.200000 , time consumption = 0.473352s

unsuccessful step! iteration = 747 , error before = 20845.508915 , error next = 20871.443994 , error change = -25.935080 , lambda = 2.000000 , time consumption = 0.458425s

successful step! iteration = 748 , error before = 20845.508915 , error next = 20825.163188 , error change = 20.345727 , lambda = 0.200000 , time consumption = 0.457647s

unsuccessful step! iteration = 749 , error before = 20825.163188 , error next = 20850.803146 , error change = -25.639958 , lambda = 2.000000 , time consumption = 0.483768s

successful step! iteration = 750 , error before = 20825.163188 , error next = 20805.049078 , error change = 20.114110 , lambda = 0.200000 , time consumption = 0.459763s

unsuccessful step! iteration = 751 , error before = 20805.049078 , error next = 20830.397184 , error change = -25.348105 , lambda = 2.000000 , time consumption = 0.452954s

successful step! iteration = 752 , error before = 20805.049078 , error next = 20785.164018 , error change = 19.885060 , lambda = 0.200000 , time consumption = 0.453438s

unsuccessful step! iteration = 753 , error before = 20785.164018 , error next = 20810.223505 , error change = -25.059486 , lambda = 2.000000 , time consumption = 0.454383s

successful step! iteration = 754 , error before = 20785.164018 , error next = 20765.505469 , error change = 19.658549 , lambda = 0.200000 , time consumption = 0.451431s

unsuccessful step! iteration = 755 , error before = 20765.505469 , error next = 20790.279536 , error change = -24.774067 , lambda = 2.000000 , time consumption = 0.451268s

successful step! iteration = 756 , error before = 20765.505469 , error next = 20746.070918 , error change = 19.434551 , lambda = 0.200000 , time consumption = 0.474442s

unsuccessful step! iteration = 757 , error before = 20746.070918 , error next = 20770.562731 , error change = -24.491813 , lambda = 2.000000 , time consumption = 0.451177s

successful step! iteration = 758 , error before = 20746.070918 , error next = 20726.857879 , error change = 19.213039 , lambda = 0.200000 , time consumption = 0.453252s

unsuccessful step! iteration = 759 , error before = 20726.857879 , error next = 20751.070569 , error change = -24.212690 , lambda = 2.000000 , time consumption = 0.456397s

successful step! iteration = 760 , error before = 20726.857879 , error next = 20707.863892 , error change = 18.993987 , lambda = 0.200000 , time consumption = 0.451640s

unsuccessful step! iteration = 761 , error before = 20707.863892 , error next = 20731.800558 , error change = -23.936666 , lambda = 2.000000 , time consumption = 0.452371s

successful step! iteration = 762 , error before = 20707.863892 , error next = 20689.086525 , error change = 18.777367 , lambda = 0.200000 , time consumption = 0.482955s

unsuccessful step! iteration = 763 , error before = 20689.086525 , error next = 20712.750233 , error change = -23.663708 , lambda = 2.000000 , time consumption = 0.473140s

successful step! iteration = 764 , error before = 20689.086525 , error next = 20670.523370 , error change = 18.563155 , lambda = 0.200000 , time consumption = 0.466463s

unsuccessful step! iteration = 765 , error before = 20670.523370 , error next = 20693.917152 , error change = -23.393782 , lambda = 2.000000 , time consumption = 0.462745s

successful step! iteration = 766 , error before = 20670.523370 , error next = 20652.172046 , error change = 18.351324 , lambda = 0.200000 , time consumption = 0.459605s

unsuccessful step! iteration = 767 , error before = 20652.172046 , error next = 20675.298903 , error change = -23.126857 , lambda = 2.000000 , time consumption = 0.479187s

successful step! iteration = 768 , error before = 20652.172046 , error next = 20634.030196 , error change = 18.141850 , lambda = 0.200000 , time consumption = 0.467286s

unsuccessful step! iteration = 769 , error before = 20634.030196 , error next = 20656.893097 , error change = -22.862900 , lambda = 2.000000 , time consumption = 0.461642s

successful step! iteration = 770 , error before = 20634.030196 , error next = 20616.095490 , error change = 17.934706 , lambda = 0.200000 , time consumption = 0.464899s

unsuccessful step! iteration = 771 , error before = 20616.095490 , error next = 20638.697371 , error change = -22.601880 , lambda = 2.000000 , time consumption = 0.467760s

successful step! iteration = 772 , error before = 20616.095490 , error next = 20598.365622 , error change = 17.729869 , lambda = 0.200000 , time consumption = 0.466328s

unsuccessful step! iteration = 773 , error before = 20598.365622 , error next = 20620.709387 , error change = -22.343766 , lambda = 2.000000 , time consumption = 0.461949s

successful step! iteration = 774 , error before = 20598.365622 , error next = 20580.838309 , error change = 17.527312 , lambda = 0.200000 , time consumption = 0.466117s

unsuccessful step! iteration = 775 , error before = 20580.838309 , error next = 20602.926835 , error change = -22.088525 , lambda = 2.000000 , time consumption = 0.459800s

successful step! iteration = 776 , error before = 20580.838309 , error next = 20563.511296 , error change = 17.327013 , lambda = 0.200000 , time consumption = 0.462310s

unsuccessful step! iteration = 777 , error before = 20563.511296 , error next = 20585.347425 , error change = -21.836129 , lambda = 2.000000 , time consumption = 0.461994s

successful step! iteration = 778 , error before = 20563.511296 , error next = 20546.382349 , error change = 17.128947 , lambda = 0.200000 , time consumption = 0.460255s

unsuccessful step! iteration = 779 , error before = 20546.382349 , error next = 20567.968894 , error change = -21.586545 , lambda = 2.000000 , time consumption = 0.461993s

successful step! iteration = 780 , error before = 20546.382349 , error next = 20529.449260 , error change = 16.933089 , lambda = 0.200000 , time consumption = 0.462801s

unsuccessful step! iteration = 781 , error before = 20529.449260 , error next = 20550.789004 , error change = -21.339744 , lambda = 2.000000 , time consumption = 0.459413s

successful step! iteration = 782 , error before = 20529.449260 , error next = 20512.709843 , error change = 16.739417 , lambda = 0.200000 , time consumption = 0.465821s

unsuccessful step! iteration = 783 , error before = 20512.709843 , error next = 20533.805539 , error change = -21.095696 , lambda = 2.000000 , time consumption = 0.451858s

successful step! iteration = 784 , error before = 20512.709843 , error next = 20496.161937 , error change = 16.547906 , lambda = 0.200000 , time consumption = 0.451841s

unsuccessful step! iteration = 785 , error before = 20496.161937 , error next = 20517.016309 , error change = -20.854372 , lambda = 2.000000 , time consumption = 0.452497s

successful step! iteration = 786 , error before = 20496.161937 , error next = 20479.803403 , error change = 16.358534 , lambda = 0.200000 , time consumption = 0.484393s

unsuccessful step! iteration = 787 , error before = 20479.803403 , error next = 20500.419145 , error change = -20.615742 , lambda = 2.000000 , time consumption = 0.462238s

successful step! iteration = 788 , error before = 20479.803403 , error next = 20463.632126 , error change = 16.171277 , lambda = 0.200000 , time consumption = 0.464221s

unsuccessful step! iteration = 789 , error before = 20463.632126 , error next = 20484.011903 , error change = -20.379777 , lambda = 2.000000 , time consumption = 0.463119s

successful step! iteration = 790 , error before = 20463.632126 , error next = 20447.646013 , error change = 15.986113 , lambda = 0.200000 , time consumption = 0.463457s

unsuccessful step! iteration = 791 , error before = 20447.646013 , error next = 20467.792462 , error change = -20.146449 , lambda = 2.000000 , time consumption = 0.465618s

successful step! iteration = 792 , error before = 20447.646013 , error next = 20431.842994 , error change = 15.803019 , lambda = 0.200000 , time consumption = 0.465631s

unsuccessful step! iteration = 793 , error before = 20431.842994 , error next = 20451.758723 , error change = -19.915729 , lambda = 2.000000 , time consumption = 0.463555s

successful step! iteration = 794 , error before = 20431.842994 , error next = 20416.221021 , error change = 15.621973 , lambda = 0.200000 , time consumption = 0.464687s

unsuccessful step! iteration = 795 , error before = 20416.221021 , error next = 20435.908611 , error change = -19.687589 , lambda = 2.000000 , time consumption = 0.463715s

successful step! iteration = 796 , error before = 20416.221021 , error next = 20400.778068 , error change = 15.442953 , lambda = 0.200000 , time consumption = 0.463309s

unsuccessful step! iteration = 797 , error before = 20400.778068 , error next = 20420.240070 , error change = -19.462002 , lambda = 2.000000 , time consumption = 0.461722s

successful step! iteration = 798 , error before = 20400.778068 , error next = 20385.512132 , error change = 15.265937 , lambda = 0.200000 , time consumption = 0.463076s

unsuccessful step! iteration = 799 , error before = 20385.512132 , error next = 20404.751071 , error change = -19.238940 , lambda = 2.000000 , time consumption = 0.462756s

successful step! iteration = 800 , error before = 20385.512132 , error next = 20370.421229 , error change = 15.090903 , lambda = 0.200000 , time consumption = 0.463071s

unsuccessful step! iteration = 801 , error before = 20370.421229 , error next = 20389.439604 , error change = -19.018375 , lambda = 2.000000 , time consumption = 0.464380s

successful step! iteration = 802 , error before = 20370.421229 , error next = 20355.503399 , error change = 14.917830 , lambda = 0.200000 , time consumption = 0.463862s

unsuccessful step! iteration = 803 , error before = 20355.503399 , error next = 20374.303680 , error change = -18.800281 , lambda = 2.000000 , time consumption = 0.463984s

successful step! iteration = 804 , error before = 20355.503399 , error next = 20340.756702 , error change = 14.746697 , lambda = 0.200000 , time consumption = 0.481573s

unsuccessful step! iteration = 805 , error before = 20340.756702 , error next = 20359.341332 , error change = -18.584631 , lambda = 2.000000 , time consumption = 0.470545s

